CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8482","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","MCM 200C","Powell, Linda","7","Open",
"8483","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","ARR ","Traner, Susan","7","Open",
"8484","SOCL 316","1","Racial and Ethnic Relations","3","","Lec","T","1800-2045","LUTR 139","Rochmes, Jane","0","Closed",
"8485","SOCL 316","2","Racial and Ethnic Relations","3","","Lec","W","1800-2045","LUTR 167","Rochmes, Jane","1","Open",
"8486","SOCL 319","1","Deviant Behavior","3","","Lec","TR","1100-1215","MCM 314","Briddell, Laine","0","Closed",
"8487","SOCL 319","2","Deviant Behavior","3","","Lec","TR","1330-1445","LUTR 167","Briddell, Laine","0","Closed",
"8488","SOCL 321","1","Criminology","3","","Lec","MWF","1000-1050","MCM 357","Briddell, Laine","0","Closed",
"8489","SOCL 321","2","Criminology","3","","Lec","MWF","1100-1150","MCM 357","Briddell, Laine","0","Closed",
"8490","SOCL 325","1","Food and Culture","3","  AIGM","Lec","TR","1100-1215","FORBES 3012","Timmer, Andria","0","Closed",
"8491","SOCL 340","1","Statistics for Social Research","3","","Lec","TR","1500-1615","LUTR 157","Baird, Andrew","1","Open",
"8492","SOCL 340","2","Statistics for Social Research","3","","Lec","MWF","1400-1450","LUTR 157","Harris, Jaime","1","Open",
"9327","SOCL 340","3","Statistics for Social Research","3","","Lec","MWF","1500-1550","LUTR 157","Harris, Jaime","0","Closed",
"8493","SOCL 390","1","Sociological Theory","3","","Lec","MWF","1200-1250","LUTR 167","Lewis, Michael","0","Closed",
"8494","SOCL 390","2","Sociological Theory","3","","Lec","MWF","1300-1350","LUTR 167","Lewis, Michael","2","Open",
"9254","SOCL 395","1","SPC TP:Mntl Hlth/Crimnl Justic","3","","Lec","W","1800-2045","LUTR 170","Keener, Steven","0","Closed",
"9255","SOCL 395","2","SPC TP:Mntl Hlth/Crimnl Justic","3","","Lec","TR","1630-1745","LUTR 376","Keener, Steven","0","Closed",
"8495","SOCL 470","1","WI: Methods of Inquiry","3","  WI","Lec","TR","1330-1445","FORBES 2088","Timmer, Andria","9","Open",
"8496","SOCL 480","1","WI:Research Methods and Design","3","  WI","Lec","TR","0930-1045","LUTR 157","Harris, Jaime","0","Closed",
"8497","SOCL 480","2","WI:Research Methods and Design","3","  WI","Lec","TR","0930-1045","LUTR 167","Waldron, Linda","0","Closed",
"8498","SOCL 491","1","Practicum in Sociology","3","","Pra","","","ARR ","Harris, Jaime","0","Closed",
"9389","SOCL 492","1","Readings in  Sociology","3","","Ind","","","ARR ","Waldron, Linda","0","Closed",
"9513","SOCL 492","2","IND ST:Modern Issues Coll Viol","1","","Ind","","","ARR ","Keener, Steven","0","Closed",
"9466","SOCL 499","1","IND ST:Trends in Youth Culture","3","","Ind","","","ARR ","Baird, Andrew","0","Closed",
"8231","SOCL 501","1","Multicultural Diversity &amp; Educ","3","","Lec","M","1600-1845","FORBES 3012","Hager, Laurie","7","Open",
"8232","SOCL 501","2","Multicultural Diversity &amp; Educ","3","","Lec","R","1630-1915","FORBES 3012","Hager, Laurie","1","Open",
"8457","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1800-1915","LUTR 347","Valutis, Stephanie","12","Open",
"8458","SOWK 210","1","Human Behavior I","3","","Lec","MW","1800-1915","FORBES 2015","Valutis, Stephanie","5","Open",
"8459","SOWK 301","1","Social Work Practice I","3","","Lec","TR","1330-1445","MCM 262","Russett, Jill","2","Open",
"8460","SOWK 301L","1","Prac I Lab and Jr Field Inst","2","","Lab","TR","0930-1215","FORBES 3014","Russett, Jill","2","Open",
"8461","SOWK 303","1","Social Work Practice III","3","","Lec","MWF","0900-0950","LUTR 167","Griffiths, Diane","2","Open",
"8462","SOWK 401","1","Field Instruction I","6","","Pra","W","1200-1350","MCM 200D","Griffiths, Diane","1","Open",
"8463","SOWK 401","2","Field Instruction I","6","","Pra","M","1200-1350","MCM 200D","Griffiths, Diane","1","Open",
"8464","SOWK 401","3","Field Instruction I","6","","Pra","W","1200-1350","MCM 200C","Russett, Jill","1","Open",
"8465","SOWK 493","1","Methds of Social Work Research","3","","Lec","MWF","1000-1050","LUTR 167","Griffiths, Diane","6","Open",
"8999","SPAN 101","1R","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 362","Poosson, Sylvain","3","Open",
"9000","SPAN 101","2R","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 257","Shaw, Stephen","0","Closed",
"9001","SPAN 101","3R","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 257","Shaw, Stephen","3","Open",
"9002","SPAN 101","4R","Beginning Spanish I","3","","Lec","TR","0800-0915","MCM 257","Shaw, Stephen","1","Open",
"9003","SPAN 101","5R","Beginning Spanish I","3","","Lec","TR","0930-1045","MCM 160","Grau, Michelle","0","Closed",
"9004","SPAN 102","1R","Beginning Spanish II","3","","Lec","MWF","1100-1150","MCM 312","Valdez, Elena","0","Closed",
"9005","SPAN 102","2R","Beginning Spanish II","3","","Lec","MWF","1300-1350","MCM 362","Valdez, Elena","2","Open",
"9006","SPAN 102","3R","Beginning Spanish II","3","","Lec","MWF","0900-0950","MCM 362","Valdez, Elena","0","Closed",
"9020","SPAN 200","10R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 210","Jelambi, Graciela","0","Closed",
"9021","SPAN 200","11R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 210","Jelambi, Graciela","2","Open",
"9022","SPAN 200","12R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","MCM 207","Sevilla, Vallarie","0","Closed",
"9023","SPAN 200","13R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 364","Reynolds, Lauren","1","Open",
"9024","SPAN 200","14R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 360","Freeman, Donna","2","Open",
"9025","SPAN 200","15R","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 362","Poosson, Sylvain","0","Closed",
"9026","SPAN 200","16R","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 362","Poosson, Sylvain","0","Closed",
"9027","SPAN 200","17R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1400-1450","MCM 360","Freeman, Donna","2","Open",
"9028","SPAN 200","18R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1500-1550","MCM 360","Freeman, Donna","1","Open",
"9011","SPAN 200","1R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","MCM 260","Gordon, Rocio","1","Open",
"9012","SPAN 200","2R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1330-1445","MCM 316","Gordon, Rocio","1","Open",
"9013","SPAN 200","3M","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 316","Finley, Sarah","1","Open",
"9014","SPAN 200","4R","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 307","Caballero, Sandra","1","Open",
"9015","SPAN 200","5R","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 357","Morales-Diaz, Marisol","9","Open",
"9016","SPAN 200","6R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 210","Miller, Elaine","0","Closed",
"9017","SPAN 200","7R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 357","Deller, Camelia","1","Open",
"9018","SPAN 200","8R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1100-1150","MCM 212","Deller, Camelia","1","Open",
"9019","SPAN 200","9R","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 112","Deller, Camelia","0","Closed",
"9007","SPAN 201","1R","Intermediate Spanish I","3","  LLFL","Lec","TR","0930-1045","MCM 312","Cahill-Velardi, Danielle","0","Closed",
"9008","SPAN 201","2R","Intermediate Spanish I","3","  LLFL","Lec","MWF","1100-1150","MCM 210","Miller, Elaine","2","Open",
"9009","SPAN 201","3","Intermediate Spanish I","3","  LLFL","Lec","MWF","1000-1050","MCM 210","Miller, Elaine","3","Open",
"9010","SPAN 202","1R","Intermediate Spanish II","3","  LLFL","Lec","TR","1100-1215","MCM 312","Cahill-Velardi, Danielle","3","Open",
"8996","SPAN 301","1R","Grammar and Composition","3","  LLFL","Lec","TR","1330-1445","MCM 357","Varo Varo, Alonso","0","Closed",
"8997","SPAN 301","2","Grammar and Composition","3","  LLFL","Lec","MWF","1200-1250","MCM 362","Reynolds, Lauren","0","Closed",
"8998","SPAN 301","3","Grammar and Composition","3","  LLFL","Lec","MWF","1500-1550","MCM 112","Reynolds, Lauren","10","Open",
"8991","SPAN 308","1R","Conversation via Cinema","3","  LLFL","Lec","TR","0930-1045","MCM 307","Varo Varo, Alonso","0","Closed",
"8992","SPAN 308","2","Conversation via Cinema","3","  LLFL","Lec","TR","1500-1615","MCM 357","Varo Varo, Alonso","3","Open",
"8993","SPAN 314","1","Business Spanish","3","  LLFL","Lec","TR","1330-1445","MCM 164","Cahill-Velardi, Danielle","0","Closed",
"8994","SPAN 330","1R","Spanish in the Community","3","  LLFL","Lec","MWF","1300-1350","MCM 257","Reynolds, Lauren","5","Open",
"8995","SPAN 351","1","Intro to Latin-American Lit","3","  AIGM  LLFL","Lec","TR","0930-1045","MCM 316","Finley, Sarah","7","Open",
"8228","TCHG 518L","1","Secondary &amp; PK-12 Fld Practicm","1","","Pra","M","1500-1550","MCM 312","Timmer, Dale","3","Open",
"8229","TCHG 518L","2","Secondary &amp; PK-12 Fld Practicm","1","","Pra","W","1500-1550","MCM 312","Ward, Karyn","6","Open",
"9446","TCHG 550","S16","SA:Teaching Across Cultures","3","","Lec","","","ARR ","Pantelides, Judy; Smith, Lisa","7","Open",
"8571","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","0","Closed",
"8572","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Torggler, Hunter","0","Closed",
"8573","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","1","Open",
"9476","THEA 130","4","Private Voice","1 - 2","","Lec","","","ARR ","Roberts, Zebulum","0","Closed",
"8545","THEA 150","1","Drawing &amp; Drafting for Stage","3","  AICE","Lec","MW","1300-1415","FERG 222","Shuhy, David","5","Open",
"8546","THEA 200","1","Principles of Arts Admin","3","","Lec","MWF","1400-1450","FERG 223","Godwin, Laura","10","Open",
"8574","THEA 200L","1","Arts Administration Practicum","1","","Pra","","","ARR ","Godwin, Laura","8","Open",
"8547","THEA 210","1M","The Dramatic Impulse","3","  AICE","Lec","MWF","1000-1050","FERG 207","Ishee, Matthew","0","Closed",
"8548","THEA 210","2R","The Dramatic Impulse","3","  AICE","Lec","MW","1430-1545","FERG 208","Shuhy, David","9","Open",
"8549","THEA 210","3M","The Dramatic Impulse","3","  AICE","Lec","MWF","1500-1550","FERG 221","Saxton, Frances","5","Open",
"8550","THEA 210","4M","The Dramatic Impulse","3","  AICE","Lec","MWF","1400-1450","FERG 207","Ishee, Matthew","1","Open",
"8551","THEA 232","1R","Acting I","3","  AICE","Lec","MW","1300-1415","FERG T107","Lloyd, Gregg","2","Open",
"8552","THEA 232","2R","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Lloyd, Gregg","3","Open",
"9401","THEA 232","3C","Acting I","3","  AICE","Lec","TR","1630-1745","FERG T107","Gillman, Denise","2","Open",
"8554","THEA 250","1R","Scene Design and Technology","3","  AICE","Lec","TR","0930-1045","FERG 223","Sweet, Tanya","3","Open",
"8575","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","0","Closed",
"8555","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","4","Open",
"8556","THEA 310","1","Theater History I","3","","Lec","MWF","1200-1250","FERG 201","Godwin, Laura","0","Closed",
"8557","THEA 333","1","Acting II","3","","Lec","MW","0930-1045","FERG T107","Stetkevych, Julian","4","Open",
"8558","THEA 333","2","Acting II","3","","Lec","TR","1100-1215","FERG T107","Stetkevych, Julian","0","Closed",
"9268","THEA 334","1","The Actor&#39;s Body","3","","Lec","MW","1100-1215","FERG T107","Stetkevych, Julian","6","Open",
"8559","THEA 338","1","Intro to Stage Combat-Unarmed","3","","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","4","Open",
"8560","THEA 346","1","History of Musical Theater","3","","Lec","TR","1330-1445","FERG 208","Lloyd, Laura","9","Open",
"8561","THEA 351","1","Tech Theater II","3","","Lec","TR","1100-1215","FERG 223","Sweet, Tanya","13","Open",
"8562","THEA 352","1","Art, Clothing and Society","3","  AICE","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","15","Open",
"8564","THEA 380","1","Production","0 - 3","","Pra","","","ARR ","Gillman, Denise","0","Closed",
"8566","THEA 380","2","Production","0 - 3","","Pra","","","ARR ","Lloyd, Gregg","12","Open",
"8567","THEA 463","1","WI: Dramatic Lit in Context","3","  WI","Lec","TR","1500-1615","FERG 221","Gillman, Denise","7","Open",
"8568","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Sweet, Tanya","0","Closed",
"9519","THEA 491","2","Theater Practicum","1 - 3","","Pra","","","ARR ","Gillman, Denise","0","Closed",
"8569","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Godwin, Laura","0","Closed",
"8570","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Shuhy, David","14","Open",
"9305","THEA 499","1","IND ST:Fight Captain/Quarterst","1 - 3","","Ind","","","ARR ","Lloyd, Gregg","0","Closed",
"9376","THEA 499","2","IND ST:New Play Development","1","","Ind","","","ARR ","Gillman, Denise","1","Open",
"9467","THEA 499","3","IND ST:Concert Lighting Design","3","","Ind","","","ARR ","Ishee, Matthew","0","Closed",
"9433","TRMB 131","1","Applied Music: Trombone","1","","Lab","","","ARR ","Antonetti, Tanner","1","Open",
"9362","TRMB 231","1","Applied Music: Trombone","1","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9363","TRMB 233","1","Applied Music: Trombone","2 - 3","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9364","TRMB 433","1","Apl Music Major: Trombone","2","","Lab","","","ARR ","Antonetti, Tanner","0","Closed",
"9481","TRPT 133","1","Apl Music Major: Trumpet","2 - 3","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9391","TRPT 231","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9365","TRPT 233","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9366","TRPT 333","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9367","TRPT 333","2","Applied Music: Trumpet","2","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9368","TRPT 433","1","Applied Music:  Trumpet","2","","Lab","","","ARR ","Gandolfo, Adam","0","Closed",
"9435","VOIC 131","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","1","Open",
"9390","VOIC 132","2","Applied Music: Voice","1","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9436","VOIC 133","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9437","VOIC 133","2","Applied Music: Voice","2","","Lab","","","ARR ","McGuire, John","0","Closed",
"9370","VOIC 231","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9372","VOIC 233","1","Applied Music:  Voice","2","","Lab","","","ARR ","McGuire, John","0","Closed",
"9373","VOIC 233","2","Applied Music:  Voice","2","","Lab","","","ARR ","Holland, Rachel","1","Open",
"9472","VOIC 331","1","Applied Music: Voice","1","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9374","VOIC 431","1","Applied Music: Voice","1","","Lab","","","ARR ","McGuire, John","0","Closed",
"9375","VOIC 433","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, Rachel","0","Closed",
"9438","VOLA 131","1","Applied Music: Viola","1","","Lab","","","ARR ","Tews, Jacob","0","Closed",
