CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8791","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","1300-1350","FORBES 3048","Bogenpohl, James","0","Closed",
"9055","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Burke, Russell","1","Open",
"9056","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Burke, Russell","1","Open",
"9057","BIOL 391","12","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Burke, Russell","0","Closed",
"8792","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","1400-1450","FORBES 3048","Bogenpohl, James","0","Closed",
"8793","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1500-1550","FORBES 3048","Bogenpohl, James","0","Closed",
"8794","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1015","Salazar, Anna","0","Closed",
"8795","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1015","Salazar, Anna","0","Closed",
"8796","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1015","Salazar, Anna","0","Closed",
"9052","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2012","Ruane, Lauren","0","Closed",
"9053","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","F","1000-1050","FORBES 2012","Ruane, Lauren","4","Open",
"9054","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2012","Ruane, Lauren","0","Closed",
"9058","BIOL 403","1","Marine Biology","3","","Lec","TR","1100-1215","FORBES 2070A","Harwell, Heather","0","Closed",
"8797","BIOL 405","1","Disease Biology","3","","Lec","MWF","0900-0950","FORBES 2070D","Grau, Harold","38","Open",
"9059","BIOL 407","1","General Ecology","4","","Lec","TR","1100-1215","FORBES 2051","Whiting, Gary","4","Open",
"9060","BIOL 407L","1","General Ecology Laboratory","0","","Lab","R","1330-1720","FORBES 2051","Whiting, Gary","4","Open",
"8798","BIOL 411","1","Immunology","3","","Lec","TR","1500-1615","FORBES 2070D","Brown, Gwynne","30","Open",
"9061","BIOL 418","1","Animal Behavior","3","","Lec","MWF","0900-0950","FORBES 2043","Sherwin, Richard","0","Closed",
"9240","BIOL 419","1","Exercise Physiology","3","","Lec","MW","1800-1915","FORBES 2070D","Powell, Lisa","36","Open",
"8799","BIOL 423L","1","Human Donor Experience I","1 - 2","","Lab","","","ARR ","Lustig, Keith","0","Closed",
"9062","BIOL 445","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","0","Closed",
"9063","BIOL 445L","1","Mammalogy Lab","0","","Lab","M","1300-1650","FORBES 2043","Sherwin, Richard","1","Open",
"9064","BIOL 457","1","Entomology","4","","Lec","TR","0800-0915","FORBES 2043","Meyer, Michael","5","Open",
"9065","BIOL 457L","1","Entomology Lab","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","5","Open",
"9066","BIOL 465","1","Fish Biology","3","","Lec","TR","0930-1045","FORBES 2043","Thompson, Jessica","0","Closed",
"9067","BIOL 465L","1","Fish Biology Laboratory","1","","Lab","T","1330-1720","FORBES 2043","Thompson, Jessica","0","Closed",
"8800","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1000-1050"," ","Meighan, Christopher","0","Closed",
"9070","BIOL 491","10","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 2043","Collar, David","0","Closed",
"8801","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","W","1100-1150","FORBES 2012","Meighan, Christopher","1","Open",
"8802","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2012","Meighan, Christopher","0","Closed",
"8803","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","M","1200-1250","FORBES 3048","Knies, Jennifer","3","Open",
"8804","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 3048","Knies, Jennifer","1","Open",
"8805","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","W","1200-1250","FORBES 3048","Knies, Jennifer","2","Open",
"8806","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","4","Open",
"9068","BIOL 491","8","WI: Senior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2043","Collar, David","0","Closed",
"9069","BIOL 491","9","WI: Senior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2043","Collar, David","0","Closed",
"8956","BTMG 010","1","First YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","0","Closed",
"8957","BTMG 020","1","Second YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","0","Closed",
"8958","BTMG 030","1","Third YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","0","Closed",
"8959","BTMG 040","1","Fourth YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","0","Closed",
"8960","BUSN 231","1","Applied Business Statistics","3","","Lec","MW","1600-1715","LUTR 105","Kirac, Emre","0","Closed",
"8961","BUSN 231","2","Applied Business Statistics","3","","Lec","MW","1800-1915","LUTR 105","Gibson, John","0","Closed",
"8962","BUSN 231","3","Applied Business Statistics","3","","Lec","MW","1930-2045","LUTR 105","Gibson, John","0","Closed",
"8963","BUSN 231","4","Applied Business Statistics","3","","Lec","MWF","1200-1250","LUTR 109","Bazzani, Phillip","0","Closed",
"8964","BUSN 231","5","Applied Business Statistics","3","","Lec","MWF","1300-1350","LUTR 109","Bazzani, Phillip","0","Closed",
"8965","BUSN 231","6","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Sixbey, Shannon","0","Closed",
"8966","BUSN 231","7","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Sixbey, Shannon","0","Closed",
"8967","BUSN 251","1","Business Law I","3","","Lec","TR","1100-1215","LUTR 137","Ficht, Linda","0","Closed",
"8968","BUSN 251","2","Business Law I","3","","Lec","TR","1500-1615","LUTR 137","Ficht, Linda","0","Closed",
"8969","BUSN 251","3","Business Law I","3","","Lec","TR","0800-0915","LUTR 137","Ficht, Linda","0","Closed",
"8974","BUSN 276L","1","Software Applctn for Business","2","","Lab","M","1800-2000","FORBES 2090","Staff, CNU","0","Closed",
"8975","BUSN 276L","2","Software Applctn for Business","2","","Lab","R","1800-2000","MCM 110","Staff, CNU","0","Closed",
"8976","BUSN 276L","3","Software Applctn for Business","2","","Lab","R","2000-2200","MCM 110","Staff, CNU","0","Closed",
"8977","BUSN 276L","4","Software Applctn for Business","2","","Lab","T","1800-2000","MCM 110","Staff, CNU","0","Closed",
"8978","BUSN 276L","5","Software Applctn for Business","2","","Lab","T","2000-2200","MCM 110","Staff, CNU","0","Closed",
"8979","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","1100-1150"," ","Schwartz, Shoshana","0","Closed",
"8980","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1200-1250"," ","Schwartz, Shoshana","0","Closed",
"8981","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1400-1450","LUTR 347","Schwartz, Shoshana","0","Closed",
"8982","BUSN 300","4","Organizational Behavior","3","","Lec","TR","0800-0915","LUTR 139","Gere, Anne-Lise","2","Open",
"9293","BUSN 300","5","Organizational Behavior","3","","Lec","TR","0800-0915","LUTR 264","","16","Open",
"8983","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","1000-1050"," ","Bazzani, Phillip","0","Closed",
"8984","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1400-1450","FORBES 3014","McGreevy, Priscilla","0","Closed",
"8985","BUSN 303","3","Fundamentals of Business","3","","Lec","MWF","1500-1550","FORBES 3014","McGreevy, Priscilla","18","Open",
"8986","BUSN 304","1","Operations Management","3","","Lec","TR","1100-1215","FORBES 2090","Hasbrouck, Robert","0","Closed",
"8987","BUSN 304","2","Operations Management","3","","Lec","TR","1330-1445","LUTR 258","Hasbrouck, Robert","0","Closed",
"8988","BUSN 304","3","Operations Management","3","","Lec","TR","1800-1915","FORBES 2014","Riha, Raymond","0","Closed",
"8989","BUSN 304","4","Operations Management","3","","Lec","TR","0930-1045","FORBES 2090","Hasbrouck, Robert","0","Closed",
"8990","BUSN 305","1","Introduction to Data Analytics","3","","Lec","TR","1330-1445","LUTR 123","Kirac, Emre","0","Closed",
"8991","BUSN 305","2","Introduction to Data Analytics","3","","Lec","TR","1800-1915","FORBES 2090","Lamprecht, Donna","14","Open",
"8992","BUSN 305","3","Introduction to Data Analytics","3","","Lec","TR","1930-2045","FORBES 2090","Lamprecht, Donna","16","Open",
"8993","BUSN 305","4","Introduction to Data Analytics","3","","Lec","TR","0930-1045","LUTR 105","Kirac, Emre","0","Closed",
"8994","BUSN 311","1","Marketing Management","3","","Lec","MWF","1000-1050"," ","Scrofani, Lydia","3","Open",
"8995","BUSN 311","2","Marketing Management","3","","Lec","MWF","1100-1150"," ","Scrofani, Lydia","11","Open",
"8996","BUSN 311","3","Marketing Management","3","","Lec","MWF","1200-1250"," ","Hettche, Matthew","0","Closed",
"8997","BUSN 311","4","Marketing Management","3","","Lec","MWF","0900-0950"," ","McGreevy, Priscilla","0","Closed",
"8998","BUSN 311","5","Marketing Management","3","","Lec","TR","1330-1445","LUTR 105","Kim, Dae-Hee","0","Closed",
"9000","BUSN 323","1","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 123","Guha, Sanjib","0","Closed",
"9001","BUSN 323","2","Corporate Finance","3","","Lec","MW","1800-1915","LUTR 123","Guha, Sanjib","0","Closed",
"9002","BUSN 323","3","Corporate Finance","3","","Lec","MWF","1200-1250","LUTR 123","Staff, CNU","0","Closed",
"9003","BUSN 323","4","Corporate Finance","3","","Lec","MWF","0900-0950","LUTR 123","Staff, CNU","0","Closed",
"9004","BUSN 323","5","Corporate Finance","3","","Lec","TR","1330-1445","LUTR 137","Ji, Xiuqing","8","Open",
"9005","BUSN 323","6","Corporate Finance","3","","Lec","TR","1500-1615","LUTR 109","Ji, Xiuqing","11","Open",
"8970","BUSN 351","1","Business Law I","3","","Lec","MW","1800-1915"," ","Staff, CNU","0","Closed",
"8971","BUSN 351","2","Business Law I","3","","Lec","MW","1930-2045"," ","Staff, CNU","10","Open",
"8972","BUSN 351","3","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","0","Closed",
"8973","BUSN 351","4","Business Law I","3","","Lec","TR","0930-1045","LUTR 139","Bogenschneider, Bret","1","Open",
"9270","BUSN 351","5","Business Law I","3","","Lec","TR","1100-1215","LUTR 139","Bogenschneider, Bret","0","Closed",
"9006","BUSN 370","1","Acct Info Sys &amp; Data Analytics","3","","Lec","TR","1100-1215","LUTR 105","Chung, Keun Ho","5","Open",
"9007","BUSN 418","1","Strategic Management","3","","Lec","MWF","1000-1050","LUTR 142","Walker, Scott","0","Closed",
"9008","BUSN 418","2","Strategic Management","3","","Lec","MWF","1200-1250","LUTR 242","Walker, Scott","0","Closed",
"9009","BUSN 418","3","Strategic Management","3","","Lec","MWF","1300-1350","LUTR 242","Walker, Scott","0","Closed",
"9010","BUSN 418","4","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 142","Walker, Scott","0","Closed",
"9269","BUSN 448","1","Enterprise Management","3","","Lec","TR","0800-0915","LUTR 105","Martinette, Louis","0","Closed",
"9305","CELL 130","1","Applied Music: Cello","1 - 2","","Lab","","","ARR ","Phillips, Rebecca","0","Closed",
"9306","CELL 333","1","Applied Music: Cello","2","","Lab","","","ARR ","Phillips, Rebecca","0","Closed",
"8598","CHEM 103","1R","Introductory Chemistry I","3","  AINW","Lec","TR","1330-1445","FORBES 1022","Webb, Lisa","0","Closed",
"8599","CHEM 103L","1R","Introductory Chemistry Lab I","1","  AINW","Lab","M","0800-1050","FORBES 3009","Staff, CNU","0","Closed",
"8600","CHEM 103L","2R","Introductory Chemistry Lab I","1","  AINW","Lab","W","0800-1050","FORBES 3009","Staff, CNU","0","Closed",
"8601","CHEM 103L","3R","Introductory Chemistry Lab I","1","  AINW","Lab","F","0800-1050","FORBES 3009","Staff, CNU","1","Open",
"8602","CHEM 121","1M","General Chemistry I","3","  AINW","Lec","MWF","1000-1050","FORBES 2015","Cole, Kathryn","0","Closed",
"8603","CHEM 121","2R","General Chemistry I","3","  AINW","Lec","MWF","1400-1450","FORBES 2015","Cole, Kathryn","0","Closed",
"8604","CHEM 121","3M","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","FORBES 2070E","Higgs, Andrew","0","Closed",
"8605","CHEM 121","4R","General Chemistry I","3","  AINW","Lec","MWF","1500-1550","FORBES 2070D","Higgs, Andrew","0","Closed",
"8606","CHEM 121","5R","General Chemistry I","3","  AINW","Lec","MWF","0900-0950","FORBES 1022","Thorsen, Amanda","0","Closed",
