CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8607","CHEM 121","6M","General Chemistry I","3","  AINW","Lec","TR","0930-1045","MCM 101","Gruber, Todd","0","Closed",
"8736","CHEM 121L","10R","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3009","Staff, CNU","0","Closed",
"8737","CHEM 121L","11R","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Staff, CNU","0","Closed",
"8738","CHEM 121L","12R","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3009","Staff, CNU","0","Closed",
"8739","CHEM 121L","13R","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Staff, CNU","0","Closed",
"8740","CHEM 121L","14R","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3009","Staff, CNU","0","Closed",
"8741","CHEM 121L","15R","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Staff, CNU","0","Closed",
"8727","CHEM 121L","1R","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3002","Abdel-Fattah, Tarek","0","Closed",
"8728","CHEM 121L","2R","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3002","Shima, Sumie","0","Closed",
"8729","CHEM 121L","3R","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie","0","Closed",
"8730","CHEM 121L","4R","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3002","Shima, Sumie","0","Closed",
"8731","CHEM 121L","5R","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3009","Shima, Sumie","0","Closed",
"8732","CHEM 121L","6R","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie","0","Closed",
"8733","CHEM 121L","7R","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3009","Shima, Sumie","0","Closed",
"8734","CHEM 121L","8R","General Chemistry Lab I","1","  AINW","Lab","T","0800-1150","FORBES 3002","Shima, Sumie","0","Closed",
"8735","CHEM 121L","9R","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3002","Staff, CNU","0","Closed",
"8742","CHEM 122","1","General Chemistry II","3","  AINW","Lec","MWF","1100-1150","FORBES 2070E","Shima, Sumie","33","Open",
"8743","CHEM 221","1","Organic Chemistry I","3","","Lec","MWF","1200-1250","FORBES 2070D","Brunke, Kathleen","0","Closed",
"8744","CHEM 221","2","Organic Chemistry I","3","","Lec","MWF","0800-0850","FORBES 1022","Carney, Jeffrey","12","Open",
"8745","CHEM 221","3","Organic Chemistry I","3","","Lec","MWF","1200-1250","FORBES 1022","Liskin, Dmitry","38","Open",
"8746","CHEM 221L","1","Organic Chemistry Lab I","1","","Lab","T","0830-1220","FORBES 3052","Higgs, Andrew","2","Open",
"8755","CHEM 221L","10","Organic Chemistry Lab I","1","","Lab","W","1800-2150","FORBES 3052","Staff, CNU","11","Open",
"8747","CHEM 221L","2","Organic Chemistry Lab I","1","","Lab","R","0830-1220","FORBES 3052","Brunke, Kathleen","14","Open",
"8748","CHEM 221L","3","Organic Chemistry Lab I","1","","Lab","T","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"8749","CHEM 221L","4","Organic Chemistry Lab I","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"8750","CHEM 221L","5","Organic Chemistry Lab I","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","6","Open",
"8751","CHEM 221L","6","Organic Chemistry Lab I","1","","Lab","M","1800-2150","FORBES 3052","Liskin, Dmitry","0","Closed",
"8752","CHEM 221L","7","Organic Chemistry Lab I","1","","Lab","W","1300-1650","FORBES 3052","Liskin, Dmitry","17","Open",
"8753","CHEM 221L","8","Organic Chemistry Lab I","1","","Lab","T","1330-1720","FORBES 3052","Patterson, Joshua","0","Closed",
"8754","CHEM 221L","9","Organic Chemistry Lab I","1","","Lab","R","1330-1720","FORBES 3052","Higgs, Andrew","0","Closed",
"8756","CHEM 341","1","Physical Chemistry I","3","","Lec","MWF","1100-1150","FORBES 2015","Patterson, Joshua","14","Open",
"8757","CHEM 391","1","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1000-1050","FORBES 1039","Quinlan, Ronald","9","Open",
"8758","CHEM 391","2","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1200-1250","FORBES 1033","Cole, Kathryn","6","Open",
"8759","CHEM 401","1","Inorganic Chemistry","3","","Lec","TR","1100-1215","FORBES 3040","Abdel-Fattah, Tarek","6","Open",
"8760","CHEM 401L","1","Inorganic Chemistry Lab","1","","Lab","T","1330-1720","FORBES 3048","Abdel-Fattah, Tarek","9","Open",
"8763","CHEM 443","1","Atmospheric Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070D","Patterson, Joshua","33","Open",
"8761","CHEM 445","1","Instrumental Analysis","3","","Lec","MWF","0900-0950","FORBES 3040","Quinlan, Ronald","7","Open",
"8762","CHEM 445L","1","Instrumental Analysis Lab","1","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","7","Open",
"9221","CHEM 543","1","Atmospheric Chemistry","3","","Lec","MWF","1000-1050","FORBES 2070D","Patterson, Joshua","2","Open",
"9199","CHEM 545","1","Instrumental Methods-Chemistry","4","","Lec","MWF","0900-0950","FORBES 3040","Quinlan, Ronald","3","Open",
"9200","CHEM 545L","1","Instrument Methods in Chem Lab","0","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","3","Open",
"8682","CHIN 101","1R","Beginning Chinese I","3","","Lec","MWF","1000-1050"," ","Smith, Jonathan","4","Open",
"8683","CHIN 101","2R","Beginning Chinese I","3","","Lec","MWF","1200-1250"," ","Smith, Jonathan","11","Open",
"9288","CHIN 111","1","Elem Chinese Writing I","1","","Lec","M","1100-1150"," ","Ma, Xin","18","Open",
"9289","CHIN 111","2","Elem Chinese Writing I","1","","Lec","W","1500-1550"," ","Ma, Xin","18","Open",
"8684","CHIN 201","1","Intermediate Chinese I","3","  LLFL","Lec","MWF","1300-1350"," ","Smith, Jonathan","7","Open",
"9290","CHIN 211","1","Intermediate Chinese Writing I","1","","Lec","F","1100-1150"," ","Ma, Xin","18","Open",
"9291","CHIN 302","1","CHIN Conversatn &amp; Comprehensn","3","  LLFL","Lec","MWF","1400-1450","MCM 216","Ma, Xin","18","Open",
"9307","CLAR 231","1","Applied Music: Clarinet","1","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"9308","CLAR 433","1","Applied Music: Clarinet","2 - 3","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"8685","CLST 103","1R","The Ancient World in Film","3","  AICE","Lec","MWF","1000-1050"," ","Padilla, Mark","0","Closed",
"8686","CLST 201","1R","The Mythic Imagination","3","  AIWT","Lec","MWF","1200-1250"," ","Padilla, Mark","0","Closed",
"8687","CLST 212","1R","Roman Culture","3","  AIWT","Lec","MWF","1300-1350","MCM 212","Pollio, David","0","Closed",
"8688","CLST 212","2M","Roman Culture","3","  AIWT","Lec","MWF","1400-1450","MCM 212","Pollio, David","0","Closed",
"9245","CLST 313","1","Sex &amp; Gender-Anc Greece &amp; Rome","3","  AIWT","Lec","MWF","1300-1350"," ","Buszard, Bradley","0","Closed",
"9259","CLST 395","1","SPC TP: The Trojan War","3","","Lec","MWF","1100-1150"," ","Pollio, David","11","Open",
"8445","COLL 140","1","The Transitional Learner","2","","Lec","MW","1300-1350"," ","Smittle, Madison","0","Closed",
"8446","COLL 140","2","The Transitional Learner","2","","Lec","TR","1330-1420"," ","McAlister, Alexis","0","Closed",
"8447","COLL 140","3","The Transitional Learner","2","","Lec","MW","1100-1150"," ","Grubb, Brittany","0","Closed",
"8448","COLL 150","1","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 262","Moody, Michelle","0","Closed",
"8449","COLL 277","1","Internship: Course for Career","1","","Pra","","","ARR ","Sincere, Christina","18","Open",
"8565","COMM 201","1","Public Speaking","3","","Lec","MW","1800-1915","LUTR 139","Connelly, Christopher","0","Closed",
"8566","COMM 201","2","Public Speaking","3","","Lec","MW","1930-2045","LUTR 139","Connelly, Christopher","13","Open",
"8567","COMM 201","3R","Public Speaking","3","","Lec","TR","1800-1915","LUTR 139","Wroten, Amanda","0","Closed",
"8568","COMM 201","4M","Public Speaking","3","","Lec","TR","1930-2045","LUTR 139","Wroten, Amanda","0","Closed",
"8569","COMM 201","5R","Public Speaking","3","","Lec","MW","1800-1915","LUTR 242","Williams, Franklin","1","Open",
"8570","COMM 201","6","Public Speaking","3","","Lec","MW","1930-2045","LUTR 242","Williams, Franklin","18","Open",
"8571","COMM 201","7R","Public Speaking","3","","Lec","TR","1630-1745"," ","Best, Mary","0","Closed",
"8572","COMM 211","1","Interpersonal Communication","3","","Lec","TR","0800-0915","LUTR 121","Goen, Todd","61","Open",
"8573","COMM 222","1","Media, Culture, and Technology","3","","Lec","TR","1100-1215","LUTR 121","Billinson, Jennifer","34","Open",
"8574","COMM 239","1M","Argumentation","3","  LLFR","Lec","TR","1800-1915","LUTR 131","Sery, Joseph","0","Closed",
"8576","COMM 239","3M","Argumentation","3","  LLFR","Lec","TR","1630-1745"," ","Gehring, David","0","Closed",
"8577","COMM 239","4","Argumentation","3","  LLFR","Lec","TR","1800-1915","FORBES 2070A","Gehring, David","0","Closed",
"9283","COMM 239","5","Argumentation","3","  LLFR","Lec","TR","1800-1915","FORBES 2070C","Staff, CNU","15","Open",
"9284","COMM 239","6","Argumentation","3","  LLFR","Lec","TR","1930-2045"," ","Staff, CNU","14","Open",
"8579","COMM 249","1","Introduction to Rhetoric","3","","Lec","MWF","1400-1450","LUTR 137","Connable, Sean","0","Closed",
"8580","COMM 249","2","Introduction to Rhetoric","3","","Lec","MWF","1500-1550","LUTR 137","Connable, Sean","11","Open",
"8581","COMM 249","3","Introduction to Rhetoric","3","","Lec","TR","1500-1615"," ","Smith, James","2","Open",
"8582","COMM 291","1","Internship in Communication","1 - 3","","Int","","","ARR ","Goen, Todd","0","Closed",
"8904","COMM 311","1","Family Communication","3","","Lec","MWF","1100-1150"," ","Manning, Linda","0","Closed",
"8905","COMM 311","2","Family Communication","3","","Lec","MWF","1200-1250"," ","Manning, Linda","0","Closed",
"9244","COMM 315","1","Historical Topics in Media","3","","Lec","TR","0930-1045"," ","Sarkissian, Raffi","3","Open",
"8906","COMM 318","1","Quant Rrsch Mthds in Comm","3","","Lec","MWF","0900-0950"," ","Lane, Brianna","15","Open",
"8907","COMM 322","1","Communication &amp; Social Media","3","","Lec","TR","1500-1615"," ","Billinson, Jennifer","0","Closed",
"8909","COMM 323","1","Listening, Contempltn &amp; Dialog","3","","Lec","MWF","1000-1050","LUTR 137","Connable, Sean","0","Closed",
"8910","COMM 325","1","Persuasion","3","","Lec","TR","1330-1445"," ","Steiner, Mark","3","Open",
"8911","COMM 330","1","Commnctng Gender, Race &amp; Class","3","","Lec","TR","0930-1045"," ","Stern, Danielle","0","Closed",
"8912","COMM 330","2","Commnctng Gender, Race &amp; Class","3","","Lec","TR","1100-1215"," ","Stern, Danielle","0","Closed",
"8913","COMM 333","1","Rhetorical Criticism","3","","Lec","TR","1330-1445"," ","Smith, James","5","Open",
"8914","COMM 340","1","Intercultural Communication","3","  AIGM","Lec","TR","0930-1045"," ","Goen, Todd","0","Closed",
"8915","COMM 350","1","Media Research Methods","3","","Lec","MWF","1100-1150"," ","Tabbanor, Michelle","0","Closed",
"8916","COMM 350","2","Media Research Methods","3","","Lec","MWF","1200-1250"," ","Tabbanor, Michelle","0","Closed",
"8917","COMM 352","1","WI: Philosophy &amp; Communication","3","  WI","Lec","TR","1630-1745"," ","Sery, Joseph","1","Open",
"8918","COMM 352","2","WI: Philosophy &amp; Communication","3","  WI","Lec","TR","0800-0915","LUTR 170","Steiner, Mark","17","Open",
"8919","COMM 352","3","WI: Philosophy &amp; Communication","3","  WI","Lec","TR","1100-1215"," ","Steiner, Mark","1","Open",
"8920","COMM 360","1","Health &amp; Medical Communication","3","","Lec","TR","0930-1045"," ","Veksler, Alice","8","Open",
"8921","COMM 367","1","Contemporary Tpcs Health Comm","3","","Lec","TR","1500-1615"," ","Stern, Danielle","11","Open",
"8922","COMM 370","1","Qualitative Research Methods","3","","Lec","MWF","0900-0950"," ","Manning, Linda","3","Open",
"9246","COMM 395","1","SPC TP: Relationships &amp; Techn","3","","Lec","MWF","1300-1350"," ","Roach&#233;, David","12","Open",
"8923","COMM 411","1","Interpersonal Theory","3","","Lec","MW","1600-1715"," ","Roach&#233;, David","0","Closed",
"8924","COMM 411","2","Interpersonal Theory","3","","Lec","MW","1800-1915"," ","Roach&#233;, David","7","Open",
"8925","COMM 414","1","Adv Relational Communication","3","","Lec","TR","1330-1445"," ","Lane, Brianna","4","Open",
"8926","COMM 414","2","Adv Relational Communication","3","","Lec","TR","1500-1615"," ","Lane, Brianna","5","Open",
"8927","COMM 433","1","Rhetorical Theory","3","","Lec","MWF","0900-0950","LUTR 137","Connable, Sean","10","Open",
"8928","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","TR","1100-1215"," ","Smith, James","1","Open",
"8929","COMM 455","1","Critical Media Theory","3","","Lec","TR","1330-1445"," ","Sarkissian, Raffi","0","Closed",
"8930","COMM 455","2","Critical Media Theory","3","","Lec","TR","1630-1745"," ","Sarkissian, Raffi","0","Closed",
"8931","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Goen, Todd","0","Closed",
"9354","COMM 499","1","IND ST: Feminist Comm Organiza","3","","Ind","","","ARR ","Stern, Danielle","0","Closed",
"9309","COMP 231","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9310","COMP 331","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9311","COMP 431","1","Applied Music: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9312","COND 533","1","Applied Music: Conducting","2","","Lab","","","ARR ","Reimer, Mark","0","Closed",
"8001","CPEN 214","1","Digital Logic Design","3","","Lec","TR","1630-1745","LUTR 347","Keshtkar Vanashi, Hessam","6","Open",
"8002","CPEN 214","2","Digital Logic Design","3","","Lec","TR","0930-1045","LUTR 347","Keshtkar Vanashi, Hessam","0","Closed",
"8003","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Valdez, Katherine","0","Closed",
"8004","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Valdez, Katherine","0","Closed",
"8005","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Valdez, Katherine","0","Closed",
"8006","CPEN 431","1","Computer Engineering Design","4","","Lec","MW","1000-1115","LUTR 204","Wang, Dali","12","Open",
"8007","CPEN 498","1","WI:Comput Engnrng Capstone","1 - 3","  WI","Ind","MWF","1300-1350","LUTR 322","Riedl, Anton","18","Open",
"8008","CPSC 110","1M","Introduction to Computing","3","  LLFR","Lec","MWF","1500-1550","LUTR 258","Davis, Kimberly","6","Open",
"8009","CPSC 110","2M","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","0","Closed",
"8010","CPSC 110","3M","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","0","Closed",
"8011","CPSC 110","4M","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","12","Open",
"8012","CPSC 110","5M","Introduction to Computing","3","  LLFR","Lec","MWF","1300-1350","LUTR 258","Zhang, Ming","0","Closed",
"8013","CPSC 110","6M","Introduction to Computing","3","  LLFR","Lec","MWF","1400-1450","LUTR 258","Zhang, Ming","0","Closed",
"8014","CPSC 140","1","Intro-Comp Prog w/ Multimedia","3","  LLFR","Lec","TR","0930-1045","LUTR 236","Zhang, Ming","1","Open",
"8015","CPSC 150","1M","Introduction to Programming","3","  LLFR","Lec","TR","1800-1915","LUTR 258","Cheney, Lonnie","3","Open",
"8016","CPSC 150","2M","Introduction to Programming","3","  LLFR","Lec","TR","1930-2045","LUTR 236","Hagstrom, Erick","5","Open",
"8017","CPSC 150","3M","Introduction to Programming","3","  LLFR","Lec","MWF","0900-0950","LUTR 236","Almalag, Mohammad","0","Closed",
"8018","CPSC 150","4M","Introduction to Programming","3","  LLFR","Lec","MWF","1100-1150","LUTR 236","McElfresh, Scott","0","Closed",
"8019","CPSC 150","5R","Introduction to Programming","3","  LLFR","Lec","MWF","1400-1450","LUTR 236","McElfresh, Scott","5","Open",
"8020","CPSC 150","6R","Introduction to Programming","3","  LLFR","Lec","TR","1500-1615","LUTR 236","Siasi, Nazli","11","Open",
"8021","CPSC 150","7R","Introduction to Programming","3","  LLFR","Lec","TR","1630-1745","LUTR 236","Siasi, Nazli","18","Open",
"8022","CPSC 150L","1R","Intro to Programming Lab","1","","Lab","W","1500-1645","LUTR 323","Staff, CNU","6","Open",
"8023","CPSC 150L","2R","Intro to Programming Lab","1","","Lab","M","1300-1445","LUTR 323","Staff, CNU","10","Open",
"8024","CPSC 150L","3R","Intro to Programming Lab","1","","Lab","W","1930-2115","LUTR 236","Staff, CNU","14","Open",
"8025","CPSC 150L","4R","Intro to Programming Lab","1","","Lab","M","1930-2115","LUTR 236","Staff, CNU","7","Open",
"8026","CPSC 150L","5R","Intro to Programming Lab","1","","Lab","W","1200-1345","LUTR 323","Staff, CNU","10","Open",
"8027","CPSC 150L","6R","Intro to Programming Lab","1","","Lab","M","1500-1645","LUTR 323","Staff, CNU","9","Open",
"8028","CPSC 150L","7R","Intro to Programming Lab","1","","Lab","F","1200-1345","LUTR 323","Staff, CNU","11","Open",
"8029","CPSC 150L","8R","Intro to Programming Lab","1","","Lab","F","1400-1545","LUTR 323","Staff, CNU","10","Open",
"8030","CPSC 215","1R","Software Pkgs-Busn Applcations","3","","Lec","TR","1800-1915","LUTR 109","Jones, Doretha","0","Closed",
"8031","CPSC 215","2R","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 109","Leybold, Alan","0","Closed",
"8032","CPSC 215","3R","Software Pkgs-Busn Applcations","3","","Lec","MW","1930-2045","LUTR 109","Leybold, Alan","0","Closed",
"8033","CPSC 215","4R","Software Pkgs-Busn Applcations","3","","Lec","MWF","1500-1550","LUTR 109","McClenney, David","10","Open",
"8034","CPSC 215","5R","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 109","McClenney, David","5","Open",
"8035","CPSC 215","6R","Software Pkgs-Busn Applcations","3","","Lec","MWF","0800-0850","LUTR 109","Baird, Amy","13","Open",
"8036","CPSC 215","7","Software Pkgs-Busn Applcations","3","","Lec","MWF","0900-0950","LUTR 109","Baird, Amy","0","Closed",
"8037","CPSC 215","8R","Software Pkgs-Busn Applcations","3","","Lec","TR","0800-0915","LUTR 109","Zhang, Ming","9","Open",
"8038","CPSC 216","1","Multimedia and Web Publishing","3","","Lec","MWF","1000-1050","LUTR 109","Baird, Amy","13","Open",
"8039","CPSC 216","2","Multimedia and Web Publishing","3","","Lec","MWF","1100-1150","LUTR 109","Baird, Amy","15","Open",
"8040","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","TR","1800-1915","LUTR 236","Conner, David","11","Open",
"8041","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","MW","1600-1715","LUTR 236","Henry, Samuel","10","Open",
"8042","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","TR","1500-1615","LUTR 258","Phelps, William","0","Closed",
"8043","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","T","1930-2115","LUTR 323","Staff, CNU","10","Open",
"8044","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","W","1930-2115","LUTR 323","Staff, CNU","3","Open",
"8045","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","W","0900-1045","LUTR 323","Staff, CNU","11","Open",
"8046","CPSC 255","1","Programming for Applications","3","","Lec","TR","1330-1445","LUTR 109","Lambert, Lynn","0","Closed",
"8047","CPSC 255","2","Programming for Applications","3","","Lec","MW","1800-1915","LUTR 236","Lambert, Lynn","0","Closed",
"8048","CPSC 255","3","Programming for Applications","3","","Lec","TR","1100-1215","LUTR 236","Siochi, Antonio","0","Closed",
"8049","CPSC 256","1","C/C++ Prgm for Engr &amp; Scientis","3","","Lec","MWF","0800-0850","LUTR 236","Wang, Dali","0","Closed",
"8050","CPSC 270","1","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","6","Open",
"8051","CPSC 270","2","Data and File Structures","3","","Lec","TR","0800-0915","LUTR 236","Siochi, Antonio","11","Open",
"8052","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","1100-1150","LUTR 258","Flores, Roberto","2","Open",
"9260","CPSC 295","1","SPC TP: Competitive &amp; Team Prg","1","","Lec","W","1500-1550","LUTR 105","Almalag, Mohammad; McElfresh, Scott","19","Open",
"8053","CPSC 327","1","C++ Programming","3","","Lec","MWF","1300-1350","LUTR 236","Perkins, Keith","0","Closed",
"8054","CPSC 327","2","C++ Programming","3","","Lec","MWF","1500-1550","LUTR 236","Perkins, Keith","17","Open",
"8055","CPSC 335","1","Data Communication Systems","3","","Lec","TR","1100-1215","LUTR 323","Siasi, Nazli","0","Closed",
"8056","CPSC 336","1","Network Implementation &amp; Admin","3","","Lec","TR","1330-1445","LUTR 323","Kreider, Christopher","0","Closed",
"8057","CPSC 350","1","Information Systems Analysis","3","","Lec","TR","1630-1745","LUTR 258","Lapke, Michael","18","Open",
"8058","CPSC 350","2","Information Systems Analysis","3","","Lec","TR","1100-1215","LUTR 258","Lapke, Michael","10","Open",
"8059","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1000-1050","LUTR 258","Flores, Roberto","3","Open",
"8060","CPSC 410","1","Operating Systems I","3","","Lec","TR","0930-1045","LUTR 258","Perkins, Keith","15","Open",
"8061","CPSC 420","1","Algorithms","3","","Lec","MWF","0900-0950","LUTR 258","McElfresh, Scott","22","Open",
"8062","CPSC 430","1","Simulation Modeling","3","","Lec","TR","1930-2045","LUTR 258","Cheney, Lonnie","12","Open",
"8063","CPSC 440","1","Database Management Systems","3","","Lec","MWF","1400-1450","LUTR 269","Almalag, Mohammad","14","Open",
"8064","CPSC 440","2","Database Management Systems","3","","Lec","MWF","1100-1150","LUTR 323","Almalag, Mohammad","0","Closed",
"8065","CPSC 445","1","WI: Information Systems Lab","3","  WI","Ind","TR","1500-1615","LUTR 322","Kreider, Christopher","9","Open",
"8066","CPSC 471","1","Applied Artificial Intelligenc","3","","Lec","MW","1800-1915","LUTR 322","Conner, David","6","Open",
"8067","CPSC 475","1","Android Mobile Computing","3","","Lec","MWF","0800-0850","LUTR 258","Perkins, Keith","13","Open",
"8068","CPSC 480","1","Software Design/Development","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","11","Open",
"8069","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","TR","1500-1615","LUTR 323","McElfresh, Scott","10","Open",
"9201","CPSC 501","1","Software Sys Dsgn/Implmentatn","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","7","Open",
"9203","CPSC 510","1","Artificial Intelligence I","3","","Lec","MW","1800-1915","LUTR 322","Conner, David","8","Open",
"9222","CPSC 575","1","Mobile Computing","3","","Lec","MWF","0800-0850","LUTR 258","Perkins, Keith","11","Open",
"9207","CPSC 621","1","Parallel Processing","3","","Lec","TR","1500-1615","LUTR 131","Conner, David","15","Open",
"8375","CRIM 208","1R","Crime in America","3","","Lec","TR","0800-0915","LUTR 167","Keener, Steven","0","Closed",
"8376","CRIM 208","2R","Crime in America","3","","Lec","TR","1500-1615"," ","Keener, Steven","0","Closed",
"8377","CRIM 365","1","Social Change and Policy","3","","Lec","MWF","1200-1250","LUTR 167","Harris, Jaime","1","Open",
"8378","CRIM 365","2","Social Change and Policy","3","","Lec","MWF","1300-1350","LUTR 167","Harris, Jaime","0","Closed",
"8379","CRIM 390","1","Criminological Theory","3","","Lec","MWF","1000-1050","LUTR 167","Briddell, Laine","0","Closed",
"8380","CRIM 390","2","Criminological Theory","3","","Lec","MWF","1100-1150","LUTR 167","Briddell, Laine","0","Closed",
"9282","CRIM 395","1","SPC TP:Mntl Hlth/Crimnl Justic","3","","Lec","TR","1800-1915","LUTR 170","Keener, Steven","0","Closed",
"8381","CRIM 491","1","Internship in Criminology","3","","Int","","","ARR ","Briddell, Laine","0","Closed",
"9276","CYBR 198","1R","First Yr Cybersecurity Seminar","1","","Lec","W","1100-1150","LUTR 322","Kreider, Christopher","0","Closed",
"9277","CYBR 298","1","Second Yr Cybersecurity Seminr","1","","Lec","W","1100-1150","LUTR 322","Kreider, Christopher","11","Open",
"8070","CYBR 328","1","Fndtns &amp; Princ of Cyber Sec","3","","Lec","TR","0930-1045","LUTR 323","Lapke, Michael","1","Open",
"8071","CYBR 429","1","Computer &amp; System Security","3","","Lec","TR","0800-0915","LUTR 258","Kreider, Christopher","28","Open",
"9304","CYBR 498","1","WI: Cyber Security Capstone","3","  WI","Lec","TR","1500-1615","LUTR 322","Kreider, Christopher","1","Open",
"8689","DANC 204","1","Ballet I","3","  AICE","Lec","MW","0930-1045","FERG T177","Staff, CNU","1","Open",
"8690","DANC 204","2","Ballet I","3","  AICE","Lec","MW","1100-1215","FERG T177","Staff, CNU","1","Open",
"8691","DANC 205","1","Classic Jazz Technique","3","  AICE","Lec","MW","1430-1545","FERG T177","Lloyd, Laura","1","Open",
"8692","DANC 205","2","Classic Jazz Technique","3","  AICE","Lec","TR","1630-1745","FERG T177","Staff, CNU","11","Open",
"8693","DANC 206","1","Modern Dance I","3","  AICE","Lec","TR","0930-1045","FERG T177","Bellecci, Ann","0","Closed",
"8694","DANC 206","2","Modern Dance I","3","  AICE","Lec","MW","1600-1715","FERG T177","Staff, CNU","2","Open",
"8695","DANC 240","1","Dance Composition","3","","Lec","TR","1500-1615","FERG T177","Lloyd, Laura","8","Open",
"8696","DANC 260","1","African Dance in the Diaspora","3","  AIGM","Lec","TR","1330-1445","FERG T177","Bellecci, Ann","10","Open",
"8697","DANC 330","1","Dance Styles","3","","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","0","Closed",
"8698","DANC 360","1","Afro-Caribbean","3","  AIGM","Lec","TR","1100-1215","FERG T177","Bellecci, Ann","11","Open",
"8072","DATA 201","1","Introduction to Data Science","3","","Lec","TR","1630-1745","LUTR 323","Phelps, William","10","Open",
"8492","ECON 200","1","The Economic Way of Thinking","3","  LLFE","Lec","TR","1630-1745"," ","Chakraborti, Rik","0","Closed",
"8493","ECON 200","2","The Economic Way of Thinking","3","  LLFE","Lec","TR","1800-1915","FORBES 2070D","Chakraborti, Rik","1","Open",
"8494","ECON 200","3","The Economic Way of Thinking","3","  LLFE","Lec","MW","1600-1715"," ","Jiang, Yixiao","0","Closed",
"8495","ECON 200","4","The Economic Way of Thinking","3","  LLFE","Lec","MW","1800-1915"," ","Jiang, Yixiao","0","Closed",
"8496","ECON 200","5","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1300-1350","LUTR 264","Taghvatalab, Sara","0","Closed",
"8497","ECON 200","6","The Economic Way of Thinking","3","  LLFE","Lec","MWF","1400-1450","LUTR 264","Taghvatalab, Sara","0","Closed",
"8498","ECON 201","1M","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1000-1050","LUTR 121","Kotula, Gemma","1","Open",
"8499","ECON 201","2M","Principles of Macroeconomics","3","  LLFE","Lec","MWF","1100-1150"," ","Kotula, Gemma","0","Closed",
