CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"9220","BUSN 370","2","Acct Info Sys &amp; Data Analytics","3","","Lec","MW","1930-2045","LUTR 109","LaMarsh, William","4","Open",
"8061","BUSN 418","1","Strategic Management","3","","Lec","MWF","0800-0850","LUTR 242","Walker, Scott","0","Closed",
"8062","BUSN 418","2","Strategic Management","3","","Lec","MWF","0900-0950","LUTR 242","Walker, Scott","0","Closed",
"8063","BUSN 418","3","Strategic Management","3","","Lec","MWF","1100-1150","LUTR 242","Walker, Scott","0","Closed",
"8064","BUSN 418","4","Strategic Management","3","","Lec","MWF","1200-1250","LUTR 242","Walker, Scott","0","Closed",
"8065","BUSN 448","1","Enterprise Management","3","","Lec","MWF","0800-0850","LUTR 123","Bazzani, Phillip","13","Open",
"8066","BUSN 448","2","Enterprise Management","3","","Lec","MWF","0900-0950","LUTR 123","Bazzani, Phillip","0","Closed",
"8067","BUSN 491","1","Brout Seminar","3","","Lec","TR","1100-1215","LUTR 137","Ficht, Linda","0","Closed",
"9097","CHEM 104","1","Introductory Chemistry","3","  AINW","Lec","MWF","1100-1150","LUTR 121","Webb, Lisa","17","Open",
"9098","CHEM 104L","1","Introductory Chemistry Lab II","1","  AINW","Lab","M","1800-2100","FORBES 3002","Das, Sankar","10","Open",
"9099","CHEM 104L","2","Introductory Chemistry Lab II","1","  AINW","Lab","W","1800-2100","FORBES 3002","Wanigatunga, Sirisoma","15","Open",
"9100","CHEM 121","1","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","FORBES 2074","Gruber, Todd","4","Open",
"9101","CHEM 121","2","General Chemistry I","3","  AINW","Lec","MWF","1400-1450","FORBES 2074","Gruber, Todd","5","Open",
"9102","CHEM 121L","1","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Wanigatunga, Sirisoma","2","Open",
"9103","CHEM 121L","2","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Das, Sankar","0","Closed",
"9104","CHEM 122","1","General Chemistry II","3","  AINW","Lec","TR","0800-0915","FORBES 1022","Harris, Steven","1","Open",
"9105","CHEM 122","2","General Chemistry II","3","  AINW","Lec","MWF","0900-0950","LUTR 121","Shima, Sumie","32","Open",
"9106","CHEM 122","3","General Chemistry II","3","  AINW","Lec","MWF","1000-1050","FORBES 1022","Harris, Steven","4","Open",
"9107","CHEM 122","4","General Chemistry II","3","  AINW","Lec","TR","1330-1445","FORBES 2070D","Cole, Kathryn","1","Open",
"9108","CHEM 122","5","General Chemistry II","3","  AINW","Lec","MWF","1300-1350","MCM 101","Quinlan, Ronald","4","Open",
"9109","CHEM 122","6","General Chemistry II","3","  AINW","Lec","MWF","1400-1450","FORBES 1022","Thorsen, Amanda","17","Open",
"9110","CHEM 122L","1","General Chemistry Lab II","1","  AINW","Lab","T","0830-1220","FORBES 3009","Shima, Sumie; Hobbs, Trevor","6","Open",
"9119","CHEM 122L","10","General Chemistry Lab II","1","  AINW","Lab","T","1800-2150","FORBES 3009","Horten, Abby","0","Closed",
"9120","CHEM 122L","11","General Chemistry Lab II","1","  AINW","Lab","W","1800-2150","FORBES 3009","Thorsen, Amanda","7","Open",
"9121","CHEM 122L","12","General Chemistry Lab II","1","  AINW","Lab","R","1800-2150","FORBES 3009","Jusino, Angelica","5","Open",
"9111","CHEM 122L","2","General Chemistry Lab II","1","  AINW","Lab","R","0830-1220","FORBES 3009","Shima, Sumie; Hobbs, Trevor","7","Open",
"9112","CHEM 122L","3","General Chemistry Lab II","1","  AINW","Lab","M","1300-1650","FORBES 3009","Lasseter, Benjamin","4","Open",
"9113","CHEM 122L","4","General Chemistry Lab II","1","  AINW","Lab","W","1300-1650","FORBES 3009","Lasseter, Benjamin","3","Open",
"9114","CHEM 122L","5","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3002","Abdel-Fattah, Tarek","7","Open",
"9115","CHEM 122L","6","General Chemistry Lab II","1","  AINW","Lab","T","1330-1720","FORBES 3009","Shima, Sumie","7","Open",
"9116","CHEM 122L","7","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3009","Shima, Sumie; Hobbs, Trevor","2","Open",
"9117","CHEM 122L","8","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3002","Abdel-Fattah, Tarek","4","Open",
"9118","CHEM 122L","9","General Chemistry Lab II","1","  AINW","Lab","M","1800-2150","FORBES 3009","Thorsen, Amanda","2","Open",
"9122","CHEM 322","1","Organic Chemistry II","3","","Lec","MWF","0800-0850","MCM 101","Carney, Jeffrey","32","Open",
"9123","CHEM 322","2","Organic Chemistry II","3","","Lec","MWF","1200-1250","MCM 101","Liskin, Dmitry","2","Open",
"9124","CHEM 322","3","Organic Chemistry II","3","","Lec","MWF","1200-1250","FORBES 2070D","Brunke, Kathleen","3","Open",
"9125","CHEM 322L","1","Organic Chemistry Lab II","1","","Lab","T","0830-1220","FORBES 3052","Brunke, Kathleen","4","Open",
"9134","CHEM 322L","10","Organic Chemistry Lab II","1","","Lab","F","1300-1650","FORBES 3052","Liskin, Dmitry","0","Closed",
"9126","CHEM 322L","2","Organic Chemistry Lab II","1","","Lab","R","0830-1220","FORBES 3052","Brunke, Kathleen","13","Open",
"9127","CHEM 322L","3","Organic Chemistry Lab II","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","1","Open",
"9128","CHEM 322L","4","Organic Chemistry Lab II","1","","Lab","W","1300-1650","FORBES 3052","Santos, Greggy","0","Closed",
"9129","CHEM 322L","5","Organic Chemistry Lab II","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"9130","CHEM 322L","6","Organic Chemistry Lab II","1","","Lab","R","1330-1720","FORBES 3052","Harris, Steven","1","Open",
"9131","CHEM 322L","7","Organic Chemistry Lab II","1","","Lab","M","1800-2150","FORBES 3052","Liskin, Dmitry","2","Open",
"9132","CHEM 322L","8","Organic Chemistry Lab II","1","","Lab","T","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"9133","CHEM 322L","9","Organic Chemistry Lab II","1","","Lab","W","1800-2150","FORBES 3052","Huff, Clay","1","Open",
"9135","CHEM 342","1","Physical Chemistry II","3","","Lec","MWF","1000-1050","FORBES 3048","Patterson, Joshua","6","Open",
"9136","CHEM 342L","1","Physical Chemistry Lab II","1","","Lab","W","1330-1720","FORBES 3048","Patterson, Joshua","13","Open",
"9137","CHEM 361","1","Analytical Chemistry","3","","Lec","MWF","1200-1250","MCM 114","Quinlan, Ronald","3","Open",
"9138","CHEM 361L","1","Analytical  Chemistry Lab","1","","Lab","R","1330-1720","FORBES 3048","Quinlan, Ronald","3","Open",
"9139","CHEM 361L","2","Analytical  Chemistry Lab","1","","Lab","R","1330-1720","FORBES 3040","Quinlan, Ronald","3","Open",
"9140","CHEM 435","1","Nanochemistry &amp; Nanotechnology","3","","Lec","TR","1100-1215","FORBES 3040","Abdel-Fattah, Tarek","8","Open",
"9141","CHEM 470","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 1027","Carney, Jeffrey","10","Open",
"9142","CHEM 492","1","WI: POGIA-A Chemistry Capstone","3","  WI","Lec","R","1330-1600","FORBES 1027","Patterson, Joshua","3","Open",
"9389","CHEM 499","1","IND ST:Medicinal Chemistry","2","","Ind","","","ARR ","Liskin, Dmitry","0","Closed",
"9441","CHEM 499","2","IND ST:Synth of Centrolobine","1","","Ind","","","ARR ","Carney, Jeffrey","0","Closed",
"9442","CHEM 499","3","IND ST:Analys Torreyunlignans","1","","Ind","","","ARR ","Carney, Jeffrey","0","Closed",
"9443","CHEM 499","4","IND ST:Nat Prod Synth - Torrey","3","","Ind","","","ARR ","Carney, Jeffrey","0","Closed",
"9462","CHEM 499","5","IND ST:ID Compnd m. cerifera","1 - 3","","Ind","","","ARR ","Liskin, Dmitry","0","Closed",
"9463","CHEM 499","6","IND ST:Cat Effcts Metal Boride","1 - 3","","Ind","","","ARR ","Abdel-Fattah, Tarek","0","Closed",
"9464","CHEM 499","7","IND ST:Nanopart Cat Devlpmnt","1 - 3","","Ind","","","ARR ","Abdel-Fattah, Tarek","0","Closed",
"9482","CHEM 499","8","IND ST:Acid Digestion","1 - 3","","Ind","","","ARR ","Quinlan, Ronald","0","Closed",
"9491","CHEM 499","9","IND ST:Positive Electrode Film","1","","Ind","","","ARR ","Quinlan, Ronald","0","Closed",
"8988","CHEM 570","1","Advanced Organic Chemistry","3","","Lec","TR","0930-1045","FORBES 1027","Carney, Jeffrey","2","Open",
"8155","CHIN 102","1","Introduction to Chinese II","3","","Lec","MWF","1000-1050","MCM 257","Smith, Jonathan","3","Open",
"8156","CHIN 102","2","Introduction to Chinese II","3","","Lec","MWF","1100-1150","MCM 257","Smith, Jonathan","7","Open",
"8157","CHIN 195","1","SPC TP:Beginning CHIN Lab","1","","Lec","M","1400-1450","MCM 357","Ma, Xin","12","Open",
"8158","CHIN 195","2","SPC TP:Beginning CHIN Lab","1","","Lec","W","1600-1650","MCM 357","Ma, Xin","10","Open",
"8159","CHIN 202","1","Intermediate Chinese II","3","  LLFL","Lec","MWF","1300-1350","MCM 257","Ma, Xin","8","Open",
"8160","CHIN 295","1","SPC TP:Intermediate CHIN Lab","1","  LLFL","Lec","F","1400-1450","MCM 357","Ma, Xin","13","Open",
"9315","CLAR 132","1","Applied Music: Clarinet","1","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"9316","CLAR 134","1","Applied Music: Clarinet","2 - 3","","Lab","","","ARR ","Byerly, Michael","0","Closed",
"8162","CLST 101","1","Classicl Roots-American Cultur","3","  AIWT","Lec","MWF","0900-0950","MCM 160","Pollio, David","0","Closed",
"8163","CLST 101","2","Classicl Roots-American Cultur","3","  AIWT","Lec","MWF","1300-1350","MCM 160","Pollio, David","1","Open",
"8164","CLST 201","1","The Mythic Imagination","3","  AIWT","Lec","MWF","0900-0950","MCM 112","Adamitis, Jana","1","Open",
"8165","CLST 201","2","The Mythic Imagination","3","  AIWT","Lec","MWF","1200-1250","MCM 112","Adamitis, Jana","0","Closed",
"8166","CLST 201","3","The Mythic Imagination","3","  AIWT","Lec","MW","1600-1715","MCM 207","Buszard, Bradley","0","Closed",
"8167","CLST 211","1","Ancient Athens","3","  AIWT","Lec","TR","1330-1445","MCM 207","Padilla, Mark","0","Closed",
"8168","CLST 211","2","Ancient Athens","3","  AIWT","Lec","TR","1500-1615","MCM 207","Padilla, Mark","0","Closed",
"8169","CLST 311","1","Ancient Greek Art","3","  AICE","Lec","TR","1100-1215","MCM 216","Motta, Rosa","1","Open",
"9243","COLL 140","1","The Transitional Learner","2","","Lec","TR","1330-1420","LUTR 242","Ritchey, Carolyn","0","Closed",
"8003","COLL 150","2","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 260","Moody, Michelle","0","Closed",
"8833","COMM 201","1","Public Speaking","3","","Lec","MWF","1100-1150","TRIB 208","Best, Mary","0","Closed",
"8834","COMM 201","2","Public Speaking","3","","Lec","MWF","1200-1250","TRIB 208","Best, Mary","0","Closed",
"8835","COMM 201","3","Public Speaking","3","","Lec","TR","1630-1745","FORBES 2014","Middleton, Robyn","1","Open",
"8836","COMM 201","4","Public Speaking","3","","Lec","TR","1800-1915","FORBES 2014","Middleton, Robyn","2","Open",
"8837","COMM 201","5","Public Speaking","3","","Lec","TR","1630-1745","FORBES 3012","Petrovic-Mundzic, Ines","1","Open",
"8838","COMM 201","6","Public Speaking","3","","Lec","TR","1800-1915","FORBES 3012","Petrovic-Mundzic, Ines","0","Closed",
"8839","COMM 201","7","Public Speaking","3","","Lec","MW","1800-1915","MCM 216","Riddick, Breonna","2","Open",
"8840","COMM 201","8","Public Speaking","3","","Lec","MWF","1300-1350","LUTR 347","Stern, Danielle","1","Open",
"8841","COMM 211","1","Interpersonal Communication","3","","Lec","TR","1100-1215","FORBES 3012","Lane, Brianna","0","Closed",
"8842","COMM 211","2","Interpersonal Communication","3","","Lec","TR","0930-1045","FORBES 3012","Lane, Brianna","0","Closed",
"8843","COMM 222","1","Communication &amp; Pop Culture","3","","Lec","TR","1100-1215","LUTR 347","Billinson, Jennifer","0","Closed",
"8844","COMM 222","2","Communication &amp; Pop Culture","3","","Lec","TR","1500-1615","LUTR 347","Billinson, Jennifer","0","Closed",
"9306","COMM 222","3","Communication &amp; Pop Culture","3","","Lec","W","1930-2215","LUTR 142","Wroten, Amanda","1","Open",
"8845","COMM 232","1","Comm through Digital Techn","3","  AICE","Lec","MWF","1400-1450","LUTR 109","Sarkissian, Raffi","1","Open",
"8846","COMM 232","2","Comm through Digital Techn","3","  AICE","Lec","MWF","1500-1550","LUTR 109","Sarkissian, Raffi","1","Open",
"8847","COMM 239","1","Argumentation","3","  LLFR","Lec","TR","1100-1215","TRIB 208","Best, Mary","0","Closed",
"8848","COMM 239","2","Argumentation","3","  LLFR","Lec","MWF","1000-1050","LUTR 170","Connable, Sean","2","Open",
"8849","COMM 239","3","Argumentation","3","  LLFR","Lec","MWF","1100-1150","LUTR 170","Connable, Sean","0","Closed",
"8850","COMM 239","4","Argumentation","3","  LLFR","Lec","MWF","1300-1350","LUTR 376","Hubbard, Jeanne","2","Open",
"8851","COMM 239","5","Argumentation","3","  LLFR","Lec","MWF","1500-1550","LUTR 376","Hubbard, Jeanne","1","Open",
"8852","COMM 239","6","Argumentation","3","  LLFR","Lec","MW","1800-1915","FORBES 3014","Fuchs, Eric","1","Open",
"8853","COMM 239","7","Argumentation","3","  LLFR","Lec","MW","1930-2045","FORBES 3014","Fuchs, Eric","2","Open",
"8854","COMM 249","1","Introduction to Rhetoric","3","  AIWT","Lec","MWF","1200-1250","LUTR 137","Smith, James","0","Closed",
"8855","COMM 249","2","Introduction to Rhetoric","3","  AIWT","Lec","TR","0930-1045","FORBES 3014","Steiner, Mark","1","Open",
"8856","COMM 249","3","Introduction to Rhetoric","3","  AIWT","Lec","TR","1100-1215","FORBES 3014","Steiner, Mark","0","Closed",
"8857","COMM 305","1","First Amndmnt, Culture, &amp; Comm","3","  AIDE","Lec","TR","1500-1615","FORBES 2014","Sery, Joseph","6","Open",
"8858","COMM 311","1","Family Communication","3","","Lec","TR","0800-0915","FORBES 2014","Goen, Todd","0","Closed",
"8859","COMM 311","2","Family Communication","3","","Lec","TR","0930-1045","FORBES 2014","Goen, Todd","0","Closed",
"8860","COMM 312","1","Media Aesthetics","3","","Lec","T","1930-2215","LUTR 139","Cox, Christopher","1","Open",
"8861","COMM 318","1","Comm Research Methods","3","","Lec","TR","1330-1445","LUTR 109","Lane, Brianna","0","Closed",
"8862","COMM 320","1","Media and Society","3","","Lec","MWF","1200-1250","LUTR 347","Sarkissian, Raffi","1","Open",
"8863","COMM 322","1","Communication &amp; Social Media","3","","Lec","TR","1630-1745","LUTR 170","Billinson, Jennifer","0","Closed",
"8864","COMM 326","1","Media Audiences","3","","Lec","TR","1100-1215","FERG 210","Cox, Christopher","2","Open",
"8865","COMM 326","2","Media Audiences","3","","Lec","TR","1500-1615","FORBES 3012","Cox, Christopher","3","Open",
"8866","COMM 330","1","Gender Communication","3","","Lec","M","1930-2215","LUTR 139","Wroten, Amanda","0","Closed",
"8867","COMM 333","1","WI: Rhetorical Criticism","3","","Lec","MWF","1300-1350","FORBES 2012","Smith, James","1","Open",
"8868","COMM 340","1","Intercultural Communication","3","  AIGM","Lec","TR","1330-1445","FORBES 2014","Goen, Todd","2","Open",
"8869","COMM 350","1","WI: Media Criticism","3","  WI","Lec","MWF","1000-1050","FORBES 2012","Stern, Danielle","0","Closed",
"8870","COMM 352","1","Philosophy and Communication","3","  WI","Lec","TR","1800-1915","FORBES 2012","Cox, Christopher","0","Closed",
"8871","COMM 352","2","Philosophy and Communication","3","  WI","Lec","TR","1630-1745","LUTR 139","Sery, Joseph","0","Closed",
"8872","COMM 365","1","Science &amp; Biol of Human Comm","3","","Lec","MW","1600-1715","FORBES 2070A","Veksler, Alice","1","Open",
"8873","COMM 365","2","Science &amp; Biol of Human Comm","3","","Lec","MW","1800-1915","FORBES 2070A","Veksler, Alice","4","Open",
"8874","COMM 370","1","Qualitative Research Methods","3","","Lec","MWF","0900-0950","LUTR 264","Manning, Linda","1","Open",
"8875","COMM 395","1","SPC TP:Comics as Social Critsm","3","","Lec","MWF","1400-1450","FORBES 2014","Connable, Sean","2","Open",
"8876","COMM 395","3","SPC TP:Rhetrc &amp; Amer Intel Tra","3","","Lec","TR","1330-1445","FORBES 3014","Sery, Joseph","1","Open",
"8877","COMM 452","1","WI: Sr Research in Comm","3","  WI","Lec","MWF","1000-1050","LUTR 131","Manning, Linda","0","Closed",
"8878","COMM 452","2","WI: Sr Research in Comm","3","  WI","Lec","MWF","1400-1450","FORBES 2012","Smith, James","0","Closed",
"8879","COMM 452","3","WI: Sr Research in Comm","3","  WI","Lec","MWF","0900-0950","FORBES 2012","Stern, Danielle","0","Closed",
"8880","COMM 452","4","WI: Sr Research in Comm","3","  WI","Lec","MWF","1500-1550","FORBES 2012","Veksler, Alice","0","Closed",
"8881","COMM 452","5","WI: Sr Research in Comm","3","  WI","Lec","MWF","1100-1150","LUTR 139","Meyer, Michaela","0","Closed",
"8882","COMM 455","1","Critical Cultural Theory","3","","Lec","W","1930-2215","LUTR 139","Sarkissian, Raffi","6","Open",
"8883","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Goen, Todd","0","Closed",
"9313","COMM 499","1","IND ST:Family COMM Research","3","","Ind","","","ARR ","Goen, Todd","0","Closed",
"9384","COMM 499","2","IND ST:Nonverbal COMM Research","3","","Ind","","","ARR ","Goen, Todd","0","Closed",
"9433","COMM 499","3","IND ST:Bisexual TV Represntatn","1","","Ind","","","ARR ","Meyer, Michaela","0","Closed",
"9453","COMM 499","4","IND ST:Survey Des &amp; Analysis","1 - 3","","Ind","","","ARR ","Lane, Brianna","0","Closed",
"9469","COMM 499","5","IND ST:Music &amp; Social Media","1 - 3","","Ind","","","ARR ","Billinson, Jennifer","0","Closed",
"9317","COMP 131","1","Apl Music Major: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9318","COMP 132","1","Apl Music Major: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9424","COMP 331","1","Apl Music Major: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9319","COMP 334","1","Apl Music Major: Composition","2","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"9320","COMP 431","1","Apl Music Major: Composition","1","","Lab","","","ARR ","Tfirn, Maxwell","0","Closed",
"8453","CPEN 214","1","Digital Logic Design","3","","Lec","TR","1930-2045","LUTR 242","Cheney, Lonnie","4","Open",
"8454","CPEN 315","1","Digital System Design","3","","Lec","TR","0930-1045","LUTR 264","Gerousis, Costa","5","Open",
"8455","CPEN 315L","1","Digital System Design Lab","1","","Lab","M","1800-2045","LUTR 206","Wang, Dali","3","Open",
"9308","CPEN 315L","2","Digital System Design Lab","1","","Lab","M","1500-1745","LUTR 206","Fernandez, Jose","6","Open",
"8456","CPEN 371","1","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Valdez, Katherine","0","Closed",
"8457","CPEN 371","2","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Tucker, Sherquita","0","Closed",
"8458","CPEN 371","3","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Larrieu, Heather","0","Closed",
"8459","CPEN 414","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 264","Gerousis, Costa","2","Open",
"8460","CPEN 422","1","Microprocessors","3","","Lec","TR","1500-1615","LUTR 204","Wang, Dali","0","Closed",
"8461","CPEN 498","1","WI:Comput Engnrng Capstone","1 - 3","  WI","Ind","MWF","1100-1150","LUTR 322","Riedl, Anton","4","Open",
"8505","CPSC 110","1","Introduction to Computing","3","  LLFR","Lec","MWF","1500-1550","LUTR 258","Davis, Kimberly","3","Open",
"8506","CPSC 110","2","Introduction to Computing","3","  LLFR","Lec","MW","1800-1915","LUTR 258","Hawkins, Kenneth","0","Closed",
"8507","CPSC 110","3","Introduction to Computing","3","  LLFR","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","0","Closed",
"8508","CPSC 110","4","Introduction to Computing","3","  LLFR","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","6","Open",
"8509","CPSC 110","5","Introduction to Computing","3","  LLFR","Lec","MWF","1400-1450","LUTR 258","Davis, Kimberly","0","Closed",
"8510","CPSC 125","1","Foundations of Computer Scienc","3","","Lec","TR","1800-1915","LUTR 236","Hagstrom, Erick","4","Open",
"8512","CPSC 150","2","Introduction to Programming","3","  LLFR","Lec","MWF","0900-0950","LUTR 236","Almalag, Mohammad","3","Open",
"8513","CPSC 150","3","Introduction to Programming","3","  LLFR","Lec","MWF","1300-1350","LUTR 236","Almalag, Mohammad","0","Closed",
"8514","CPSC 150","4","Introduction to Programming","3","  LLFR","Lec","MWF","1400-1450","LUTR 236","Chang, Sun","0","Closed",
"8515","CPSC 150L","1","Intro to Programming Lab","1","","Lab","T","1330-1515","LUTR 323","Lupino, Matthew; Almalag, Mohammad","2","Open",
"8516","CPSC 150L","2","Intro to Programming Lab","1","","Lab","W","1600-1745","LUTR 323","Walker, Brandon; Almalag, Mohammad","0","Closed",
"8518","CPSC 150L","4","Intro to Programming Lab","1","","Lab","W","1930-2115","LUTR 323","Walker, Brandon; Almalag, Mohammad","1","Open",
"8519","CPSC 215","1","Software Pkgs-Busn Applcations","3","","Lec","MW","1800-1915","LUTR 105","Leybold, Alan","0","Closed",
"8520","CPSC 215","2","Software Pkgs-Busn Applcations","3","","Lec","MW","1930-2045","LUTR 105","Leybold, Alan","0","Closed",
"8522","CPSC 215","4","Software Pkgs-Busn Applcations","3","","Lec","MWF","0900-0950","LUTR 109","Baird, Amy","0","Closed",
"8523","CPSC 215","5","Software Pkgs-Busn Applcations","3","","Lec","MWF","1000-1050","LUTR 109","Baird, Amy","0","Closed",
"8524","CPSC 215","6","Software Pkgs-Busn Applcations","3","","Lec","MWF","1300-1350","LUTR 109","McClenney, David","0","Closed",
"8525","CPSC 215","7","Software Pkgs-Busn Applcations","3","","Lec","MW","1600-1715","LUTR 105","McClenney, David","0","Closed",
"8526","CPSC 216","1","Multimedia and Web Publishing","3","","Lec","MWF","1100-1150","LUTR 109","Baird, Amy","0","Closed",
"9277","CPSC 216","2","Multimedia and Web Publishing","3","","Lec","MWF","0800-0850","LUTR 109","Baird, Amy","1","Open",
"8527","CPSC 250","1","Progrmng for Data Manipulation","3","","Lec","MW","1930-2045","LUTR 236","Chang, Sun","2","Open",
"8528","CPSC 250","2","Progrmng for Data Manipulation","3","","Lec","MW","1600-1715","LUTR 236","Connolly, Paul","1","Open",
"8529","CPSC 250","3","Progrmng for Data Manipulation","3","","Lec","TR","1100-1215","LUTR 236","Conner, David","0","Closed",
"8530","CPSC 250","4","Progrmng for Data Manipulation","3","","Lec","TR","1500-1615","LUTR 236","Conner, David","0","Closed",
"8531","CPSC 250","5","Progrmng for Data Manipulation","3","","Lec","TR","1630-1745","LUTR 236","Phelps, William","1","Open",
"9247","CPSC 250","6","Progrmng for Data Manipulation","3","","Lec","MW","1800-1915","LUTR 323","Connolly, Paul","0","Closed",
"8532","CPSC 250L","1","Prog for Data Manipulation Lab","1","","Lab","F","1400-1545","LUTR 323","Hill, Jonathan; Almalag, Mohammad","3","Open",
"8533","CPSC 250L","2","Prog for Data Manipulation Lab","1","","Lab","W","1200-1345","LUTR 323","Hill, Jonathan; Conner, David","3","Open",
"8534","CPSC 250L","3","Prog for Data Manipulation Lab","1","","Lab","F","1200-1345","LUTR 323","Hill, Jonathan; Conner, David","4","Open",
"8535","CPSC 250L","4","Prog for Data Manipulation Lab","1","","Lab","R","1800-1945","LUTR 323","Bartgis, Mathew; Conner, David","3","Open",
"9241","CPSC 250L","5","Prog for Data Manipulation Lab","1","","Lab","T","1800-1945","LUTR 323","Bartgis, Mathew; Conner, David","1","Open",
"9310","CPSC 250L","6","Prog for Data Manipulation Lab","1","","Lab","W","1000-1145","LUTR 323","Bartgis, Mathew; Conner, David","8","Open",
"9240","CPSC 255","1","Programming for Applications","3","","Lec","MW","1800-1915","LUTR 323","Connolly, Paul","4","Open",
"8536","CPSC 270","1","Data and File Structures","3","","Lec","MWF","0800-0850","LUTR 236","Siochi, Antonio","7","Open",
"8537","CPSC 270","2","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","2","Open",
"8538","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","0900-0950","LUTR 258","Flores, Roberto","2","Open",
"8539","CPSC 327","1","C++ Programming","3","","Lec","MWF","1000-1050","LUTR 258","Perkins, Keith","0","Closed",
"8540","CPSC 335","1","Data Communication Systems","3","","Lec","TR","1800-1915","LUTR 242","Cheney, Lonnie","0","Closed",
"8541","CPSC 351","1","Info Sys Design/Implementation","3","","Lec","TR","0930-1045","LUTR 258","Kreider, Christopher","0","Closed",
"8542","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1100-1150","LUTR 258","Flores, Roberto","0","Closed",
"8543","CPSC 410","1","Operating Systems I","3","","Lec","TR","0800-0915","LUTR 236","Perkins, Keith","9","Open",
"8544","CPSC 410","2","Operating Systems I","3","","Lec","TR","0930-1045","LUTR 236","Perkins, Keith","4","Open",
"8545","CPSC 420","1","Algorithms","3","","Lec","MW","1600-1715","FORBES 2090","Zhang, Ming","3","Open",
"8546","CPSC 420","2","Algorithms","3","","Lec","MW","1800-1915","LUTR 236","Zhang, Ming","2","Open",
"8547","CPSC 425","1","Object Oriented Program &amp; Dsgn","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","10","Open",
"8548","CPSC 428","1","Cryptography &amp; Network Securit","3","","Lec","TR","1500-1615","LUTR 258","Kreider, Christopher","0","Closed",
"8549","CPSC 440","1","Database Management Systems","3","","Lec","TR","1930-2045","LUTR 258","Johnson, Michael","0","Closed",
"8550","CPSC 445","1","WI: Information Systems Lab","3","  WI","Ind","MWF","1300-1350","LUTR 258","Kreider, Christopher","3","Open",
"8551","CPSC 472","1","Introduction to Robotics","3","","Lec","MWF","1500-1550","LUTR 347","Conner, David","8","Open",
"8552","CPSC 475","1","Android Mobile Computing","3","","Lec","TR","1630-1745","LUTR 258","Perkins, Keith","4","Open",
"8553","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","TR","1100-1215","LUTR 258","Kreider, Christopher","8","Open",
"8100","CPSC 502","1","Communications I","3","","Lec","TR","0930-1045","LUTR 323","Riedl, Anton","13","Open",
"8101","CPSC 521","1","Computer Architecture","3","","Lec","TR","1330-1445","LUTR 264","Gerousis, Costa","8","Open",
"8103","CPSC 525","1","Obj Oriented Program &amp; Design","3","","Lec","MW","1600-1715","LUTR 258","Flores, Roberto","8","Open",
"8104","CPSC 575","1","Mobile Computing","3","","Lec","TR","1630-1745","LUTR 258","Perkins, Keith","3","Open",
"8347","DANC 204","1","Ballet I","3","  AICE","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","3","Open",
"8369","DANC 204","2","Ballet I","3","  AICE","Lec","MW","0930-1045","FERG T177","Lent, Jennifer","0","Closed",
"8367","DANC 205","1","Classic Jazz Technique","3","  AICE","Lec","MW","1600-1715","FERG T177","Lent, Jennifer","0","Closed",
"8352","DANC 206","1","Modern Dance I","3","  AICE","Lec","TR","0930-1045","FERG T177","Teichmann, Natalie","0","Closed",
"8370","DANC 206","2","Modern Dance I","3","  AICE","Lec","MW","1100-1215","FERG T177","Wiltgen, Suzanne","2","Open",
