CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"9391","AMST 399","1","IND ST:Relgn &amp; Amer Constnlsm","3","","Ind","","","ARR ","Morrison, Jeffry","0","Closed",
"9480","AMST 399","2","IND ST:Techncl Aspcts Publshg","1 - 3","","Ind","","","ARR ","White, Jonathan","0","Closed",
"8899","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","TR","0930-1045","MCM 210","White, Jonathan","0","Closed",
"9143","ANTH 200","1","Human Adaptation","3","  AINW","Lec","TR","1330-1445","MCM 114","Loy, Christopher","1","Open",
"9144","ANTH 200","2","Human Adaptation","3","  AINW","Lec","TR","1500-1615","MCM 114","Loy, Christopher","1","Open",
"9145","ANTH 200","3","Human Adaptation","3","  AINW","Lec","MWF","0800-0850","LUTR 167","Hager, Laurie","0","Closed",
"9146","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","MWF","0900-0950","LUTR 269","Pompeii, Brian","2","Open",
"9147","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","MWF","1100-1150","FORBES 3012","Pompeii, Brian","0","Closed",
"9148","ANTH 203","3","Cultural Anthropology","3","  AIGM","Lec","TR","0800-0915","LUTR 167","Hager, Laurie","1","Open",
"9151","ANTH 330","1","Language and Culture","3","  AIGM","Lec","MWF","1400-1450","TRIB 1210","Loy, Christopher","2","Open",
"9152","ANTH 330","2","Language and Culture","3","  AIGM","Lec","MWF","1500-1550","TRIB 1210","Loy, Christopher","5","Open",
"9153","ANTH 377","1","Women, Gender and Culture","3","  AIGM","Lec","MW","1930-2045","FORBES 2014","Ali, Muna","7","Open",
"9154","ANTH 377","2","Women, Gender and Culture","3","  AIGM","Lec","MW","1600-1715","LUTR 170","Ali, Muna","4","Open",
"9155","ANTH 388","1","Field Research in ANTH/GEOG","3","","Lec","MW","1600-1715","TRIB 1213","Finn, John","2","Open",
"9468","ANTH 491","1","Practicum in Anthropology","3","","Pra","","","ARR ","Timmer, Andria","0","Closed",
"8152","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1000-1050","MCM 207","Obeid, Diana","4","Open",
"8153","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1100-1150","MCM 207","Obeid, Diana","2","Open",
"8154","ARAB 202","1","Intermediate Arabic II","3","  LLFL","Lec","MWF","1400-1450","MCM 207","Obeid, Diana","9","Open",
"9041","BCHM 410","1","Medical Biochemistry","3","","Lec","MWF","1100-1150","FORBES 2070D","Lasseter, Benjamin","2","Open",
"9042","BCHM 415","1","Biochemistry II","3","","Lec","MWF","0900-0950","FORBES 2015","Cole, Kathryn","19","Open",
"9043","BCHM 415L","1","Biochemistry II Lab","1","","Lab","F","1300-1650","FORBES 1015","Lasseter, Benjamin","0","Closed",
"8975","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Jaworski, Kortney","0","Closed",
"8989","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","0","Closed",
"8990","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","0","Closed",
"8991","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","0","Closed",
"8992","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8993","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","0","Closed",
"8994","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","2","Open",
"8995","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed",
"8996","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","0","Closed",
"9050","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","FORBES 1022","Powell, Lisa","0","Closed",
"8997","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","FORBES 1022","Atkinson, Robert","0","Closed",
"9051","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 1022","Wiens, Katie","3","Open",
"9052","BIOL 211","2","Principles of Biology I","3","","Lec","MWF","0900-0950","FORBES 1022","Wiens, Katie","1","Open",
"9053","BIOL 211","3","Principles of Biology I","3","","Lec","TR","0930-1045","MCM 262","Brown, Gwynne","2","Open",
"9054","BIOL 211","4","Principles of Biology I","3","","Lec","TR","1330-1445","FORBES 1022","Webb, Lisa","4","Open",
"9055","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzic, Denise","1","Open",
"9056","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","W","1300-1650","FORBES 1009","Tombolato-Terzic, Denise","4","Open",
"9057","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","6","Open",
"9059","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","M","1800-2150","FORBES 1009","Horten, Abby","1","Open",
"9060","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","2","Open",
"9061","BIOL 211L","7","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Aguilar, Leah","0","Closed",
"9062","BIOL 211L","8","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Sinclair, Kathryn","0","Closed",
"9063","BIOL 211L","9","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Brown, Gwynne","2","Open",
"8998","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2015","Harwell, Heather","0","Closed",
"8999","BIOL 212","2","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2051","Lattanzio, Matthew","0","Closed",
"9000","BIOL 212","3","Principles of Biology II","3","","Lec","MWF","0800-0850","FORBES 2015","Lattanzio, Matthew","17","Open",
"9001","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Sinclair, Kathryn","7","Open",
"9002","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1002","Haymond, Shauna","12","Open",
"9003","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Haymond, Shauna","3","Open",
"9004","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Sinclair, Kathryn","0","Closed",
"9005","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Devine-Rosser, Casey; Meyer, Michael","4","Open",
"9006","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 1033","Steven, Janet; Burke, Russell","0","Closed",
"9007","BIOL 213","2B","Principles in Biology III","3","","Lec","MWF","0900-0950","MCM 164","Steven, Janet; Collar, David","1","Open",
"9008","BIOL 213","3A","Principles in Biology III","3","","Lec","MWF","0900-0950","FORBES 3012","Collar, David; Steven, Janet","7","Open",
"9009","BIOL 213","4A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 1039","Burke, Russell; Steven, Janet","1","Open",
"9010","BIOL 213L","4A","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1039","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","0","Closed",
"9011","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","R","0900-1250","FORBES 1033","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","0","Closed",
"9013","BIOL 213L","6A","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1039","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","7","Open",
"9014","BIOL 213L","7B","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1033","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","0","Closed",
"9012","BIOL 213L","8B","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1033","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","5","Open",
"9015","BIOL 213L","9A","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1039","Moran, Megan; Roquemore, Jacqueline; Burke, Russell; Morris, Cynthia","5","Open",
"9064","BIOL 301","1","Microbiology","4","","Lec","TR","0930-1045","FORBES 2070D","Gruber, Todd","1","Open",
"9065","BIOL 301L","1","Microbiology Laboratory","0","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","1","Open",
"9066","BIOL 301L","2","Microbiology Laboratory","0","","Lab","W","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","0","Closed",
"9067","BIOL 307","1","Cell Biology","3","","Lec","MWF","0800-0850","FORBES 2070D","Harris, Steven","2","Open",
"9016","BIOL 312","1","Invertebrate Zoology","4","","Lec","TR","1100-1215","FORBES 1027","Harwell, Heather","0","Closed",
"9017","BIOL 312L","1","Invertebrate Zoology Lab","0","","Lab","T","1330-1720","FORBES 2043","Harwell, Heather","0","Closed",
"9068","BIOL 313","1","Genetics","3","","Lec","MW","1800-1915","LUTR 121","Bogenpohl, James","4","Open",
"9070","BIOL 315","1","Human Anatomy/Physiology II","3","","Lec","TR","0930-1045","FORBES 2070E","Knight, William","0","Closed",
"9071","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","MCM 101","Grau, Harold","7","Open",
"9072","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","T","1330-1720","FORBES 2056","Knight, William","0","Closed",
"9073","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Lord, Roxanne","5","Open",
"9074","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Knight, William","9","Open",
"9075","BIOL 315L","4","Human Anatmy/Physiology II Lab","1","","Lab","T","1800-2150","FORBES 2056","Lord, Roxanne","15","Open",
"9076","BIOL 315L","5","Human Anatmy/Physiology II Lab","1","","Lab","M","1300-1650","FORBES 2056","Lord, Roxanne","9","Open",
"9069","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1000-1050","MCM 101","Tombolato-Terzic, Denise","4","Open",
"9018","BIOL 365","1","Evolutionary Biology","3","","Lec","MWF","1000-1050","FORBES 2051","Abraham, Barbara","2","Open",
"9077","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1015","Meighan, Christopher","0","Closed",
"9082","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","F","1000-1050","FORBES 2015","Mitrano, Darlene","0","Closed",
"9019","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2051","Lattanzio, Matthew","1","Open",
"9078","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 1015","Meighan, Christopher","0","Closed",
"9020","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Lattanzio, Matthew","2","Open",
"9079","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","M","1100-1150","FORBES 1015","Meighan, Christopher","0","Closed",
"9021","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Lattanzio, Matthew","0","Closed",
"9080","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2015","Mitrano, Darlene","0","Closed",
"9022","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","M","1200-1250","FORBES 1033","Meyer, Michael","2","Open",
"9081","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 3014","Mitrano, Darlene","0","Closed",
"9083","BIOL 395","1","SPC TP:Kinesiology","3","","Lec","TR","0800-0915","FORBES 2015","Lustig, Keith","0","Closed",
"9025","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","1","Open",
"9026","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","F","1300-1650","FORBES 2056","Collar, David","1","Open",
"9084","BIOL 412","1","Fndmntl Molecular Biology","4","","Lec","TR","0930-1045","FORBES 1015","Meighan, Christopher","1","Open",
"9085","BIOL 412L","1","Fndmntl Molecular Biology Lab","0","","Lab","M","1300-1650","FORBES 1015","Bogenpohl, James","1","Open",
"9086","BIOL 420","1","Animal Physiology","4","","Lec","MWF","1000-1050","FORBES 2014","Grau, Harold","11","Open",
"9087","BIOL 420L","1","Animal Physiology Laboratory","0","","Lab","M","1300-1650","FORBES 2051","Grau, Harold","11","Open",
"9027","BIOL 425","1","Ornithology","3","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Rick","2","Open",
"9028","BIOL 425L","1","Ornithology Lab","1","","Lab","W","1300-1650","FORBES 2043","Sherwin, Rick","2","Open",
"9029","BIOL 430","1","Biogeography","3","","Lec","MWF","1000-1050","FORBES 2043","Sherwin, Rick","0","Closed",
"9030","BIOL 435","1","Environmental Appl GIS","4","","Lec","TR","0930-1045","FORBES 2051","Whiting, Gary","1","Open",
"9031","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","T","1330-1720","FORBES 2051","Whiting, Gary","1","Open",
"9032","BIOL 440","1","Herpetology","4","","Lec","TR","1100-1215","FORBES 2043","Meyer, Michael","1","Open",
"9033","BIOL 440L","1","Herpetology Laboratory","0","","Lab","F","1300-1650","FORBES 2043","Meyer, Michael","1","Open",
"9088","BIOL 450","1","Environmental Microbiology","4","","Lec","MWF","1100-1150","FORBES 2015","Knies, Jennifer","2","Open",
"9089","BIOL 450L","1","Environmental Microbiology Lab","0","","Lab","M","1300-1650","FORBES 1002","Knies, Jennifer","0","Closed",
"9090","BIOL 450L","2","Environmental Microbiology Lab","0","","Lab","F","1300-1650","FORBES 1002","Knies, Jennifer","1","Open",
"9034","BIOL 454","1","Global Change","3","","Lec","W","1730-2020","FORBES 2051","Whiting, Gary","0","Closed",
"9091","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"9039","BIOL 491","10","WI: Senior Seminar","1","  WI","Lec","W","1200-1250","FORBES 2051","Meyer, Michael","0","Closed",
"9096","BIOL 491","11","WI: Senior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1009","Knight, William","0","Closed",
"9040","BIOL 491","12","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 2051","Meyer, Michael","1","Open",
"9224","BIOL 491","13","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","0","Closed",
"9035","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","0800-0850","FORBES 1033","Steven, Janet","0","Closed",
"9092","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"9036","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","W","0800-0850","FORBES 1033","Steven, Janet","1","Open",
"9093","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1009","Tombolato-Terzic, Denise","0","Closed",
"9037","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","F","0800-0850","FORBES 1033","Steven, Janet","1","Open",
"9094","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","F","1200-1250","FORBES 1009","Knight, William","0","Closed",
"9095","BIOL 491","9","WI: Senior Seminar","1","  WI","Lec","F","1100-1150","FORBES 1009","Knight, William","0","Closed",
"9386","BIOL 492","1","IND ST:Circuit Vent PAG Mouse","3","","Ind","","","ARR ","Mitrano, Darlene","0","Closed",
"9387","BIOL 492","2","IND ST:Lepidoptera Mar Mus Par","2","","Ind","","","ARR ","Meyer, Michael","0","Closed",
"9454","BIOL 492","3","IND ST:Genetic Eng - Gene Expr","1 - 4","","Ind","","","ARR ","Tombolato-Terzic, Denise","0","Closed",
"9455","BIOL 492","4","IND ST:Morph Pelagiarian Fish","1 - 4","","Ind","","","ARR ","Collar, David","0","Closed",
"9456","BIOL 492","5","IND ST:Body Evo Ray-fin Fishes","1 - 4","","Ind","","","ARR ","Collar, David","0","Closed",
"9457","BIOL 492","6","IND ST:Body Evo Blennies","1 - 4","","Ind","","","ARR ","Collar, David","0","Closed",
"9458","BIOL 492","7","IND ST: Tree Growth","1 - 4","","Ind","","","ARR ","Atkinson, Robert","0","Closed",
"9479","BIOL 492","8","IND ST:Inv Zooplankton Ecology","1 - 4","","Ind","","","ARR ","Harwell, Heather","0","Closed",
"9485","BIOL 492","9","IND ST:Landscape Water Implnts","1 - 4","","Ind","","","ARR ","Whiting, Gary","0","Closed",
"9388","BIOL 496","1","PRT:Patient Care Internship","3","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
"9398","BIOL 496","2","PRT: Medical Scribe","3","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
"9399","BIOL 496","3","PRT:Midwife Internship","3","","Pra","","","ARR ","Tombolato-Terzic, Denise","0","Closed",
"9444","BIOL 496","4","PRT:CNA Practicum","2","","Pra","","","ARR ","Brown, Gwynne","0","Closed",
"9459","BIOL 496","5","PRT: VT 4H Internship","1 - 3","","Pra","","","ARR ","Meyer, Michael","0","Closed",
"9394","BIOL 499","1","IND ST:GIS Oyster Reef Restora","2","","Ind","","","ARR ","Burke, Russell","0","Closed",
"9400","BIOL 499","2","IND ST:Donor Anatomy","1 - 3","","Ind","","","ARR ","Lustig, Keith","0","Closed",
"9460","BIOL 499","3","IND St:Surv Envir Sci Careers","1 - 3","","Ind","","","ARR ","Atkinson, Robert","0","Closed",
"9461","BIOL 499","4","IND ST:Gene Div Asexual Crops","1 - 3","","Ind","","","ARR ","Steven, Janet","0","Closed",
"9258","BTMG 010","1","First YR-BTMG Activity Course","0","","Fie","","","ARR ","Armstrong, Robert","18","Open",
"9260","BTMG 030","1","Third YR-BTMG Activity Course","0","","Fie","","","ARR ","Armstrong, Robert","17","Open",
"8027","BUSN 210","1","Intro to Biotechnology &amp; Mgmt","3","","Lec","TR","1800-1915","LUTR 264","Armstrong, Robert","2","Open",
"8028","BUSN 231","1","Applied Business Statistics","3","","Lec","MW","1800-1915","LUTR 123","Gibson, John","3","Open",
"8029","BUSN 231","2","Applied Business Statistics","3","","Lec","MW","1930-2045","LUTR 123","Gibson, John","13","Open",
"8030","BUSN 231","3","Applied Business Statistics","3","","Lec","TR","1500-1615","LUTR 105","Choi, Sangdo","5","Open",
"8031","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","1630-1745","LUTR 105","Choi, Sangdo","12","Open",
"8032","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1100-1215","LUTR 105","Choi, Sangdo","4","Open",
"8033","BUSN 231","6","Applied Business Statistics","3","","Lec","TR","1630-1745","MCM 110","Sixbey, Shannon","0","Closed",
"8034","BUSN 231","7","Applied Business Statistics","3","","Lec","TR","1800-1915","MCM 110","Sixbey, Shannon","7","Open",
"9218","BUSN 231","8","Applied Business Statistics","3","","Lec","MWF","1100-1150","LUTR 105","Bazzani, Phillip","1","Open",
"8035","BUSN 276L","1","Software Applctn for Business","2","","Lab","T","1800-2000","LUTR 123","Phillips, Brian","0","Closed",
"8036","BUSN 276L","2","Software Applctn for Business","2","","Lab","R","1800-2000","LUTR 123","McGregor, Andrew","4","Open",
"9222","BUSN 276L","3","Software Applctn for Business","2","","Lab","T","2000-2200","LUTR 123","Phillips, Brian","5","Open",
"8037","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","0800-0850","LUTR 170","Spranger, Angela","1","Open",
"8038","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","0900-0950","LUTR 170","Spranger, Angela","0","Closed",
"9223","BUSN 300","4","Organizational Behavior","3","","Lec","MWF","1200-1250","LUTR 170","Spranger, Angela","0","Closed",
"8040","BUSN 303","1","Fundamentals of Business","3","","Lec","MWF","1200-1250","LUTR 131","McGreevy, Priscilla","0","Closed",
"8041","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1300-1350","LUTR 131","McGreevy, Priscilla","1","Open",
"8042","BUSN 304","1","Operations Management","3","","Lec","TR","0930-1045","LUTR 109","Hasbrouck, Robert","0","Closed",
"8043","BUSN 304","2","Operations Management","3","","Lec","TR","1630-1745","LUTR 109","Riha, Raymond","0","Closed",
"8044","BUSN 304","3","Operations Management","3","","Lec","TR","1800-1915","LUTR 109","Riha, Raymond","18","Open",
"8047","BUSN 305","3","Introduction to Data Analytics","3","","Lec","MWF","1200-1250","LUTR 105","Shaltayev, Dmitriy","0","Closed",
"8048","BUSN 305","4","Introduction to Data Analytics","3","","Lec","MWF","1300-1350","LUTR 105","Shaltayev, Dmitriy","0","Closed",
"8049","BUSN 305","5","Introduction to Data Analytics","3","","Lec","R","1800-2045","LUTR 105","Lamprecht, Donna","4","Open",
"8050","BUSN 311","1","Marketing Management","3","","Lec","MWF","1000-1050","LUTR 139","Scrofani, Lydia","1","Open",
"8051","BUSN 311","2","Marketing Management","3","","Lec","MWF","1500-1550","LUTR 167","McGreevy, Priscilla","0","Closed",
"9219","BUSN 311","3","Marketing Management","3","","Lec","MWF","0900-0950","FORBES 2088","Scrofani, Lydia","1","Open",
"8052","BUSN 323","1","Corporate Finance","3","","Lec","MW","1600-1715","LUTR 123","Guha, Sanjib","0","Closed",
"8054","BUSN 323","3","Corporate Finance","3","","Lec","MWF","1100-1150","LUTR 123","Rahim, Niazur","3","Open",
"8055","BUSN 351","1","Business Law I","3","","Lec","TR","0800-0915","LUTR 137","Ficht, Linda","8","Open",
"8056","BUSN 351","2","Business Law I","3","","Lec","TR","1100-1215","LUTR 139","Cohen, Ronnie","2","Open",
"8057","BUSN 351","3","Business Law I","3","","Lec","TR","1330-1445","LUTR 137","Ficht, Linda","5","Open",
"8058","BUSN 351","4","Business Law I","3","","Lec","TR","1500-1615","LUTR 137","Cohen, Ronnie","0","Closed",
"8059","BUSN 351","5","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","0","Closed",
"8060","BUSN 370","1","Acct Info Sys &amp; Data Analytics","3","","Lec","MW","1800-1915","LUTR 109","LaMarsh, William","0","Closed",
