CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"9120","SPAN 302","2","Adv Spanish Conversation","3","  LLFL","Lec","MWF","1300-1350","MCM 360","Valdez, Elena","19","Open",
"9121","SPAN 303","1","Spanish in the Digital Age","3","  LLFL","Lec","MWF","0900-0950","TRIB 1213","Anzzolin, Kevin","19","Open",
"9122","SPAN 321","1","Techniques of Translation","3","  LLFL","Lec","TR","1330-1445","MCM 210","Miller, Elaine","19","Open",
"9123","SPAN 340","1","Cultural Journeys: Intro Hisp","3","  LLFL","Lec","MWF","1000-1050","MCM 314","Gordon, Rocio","19","Open",
"9124","SPAN 352","1","Intro to Latin-American Lit","3","  AIGM  LLFL","Lec","MWF","1200-1250","MCM 314","Gordon, Rocio","19","Open",
"9125","SPAN 471","1","Hispanic Visual Culture &amp; Arts","3","  AICE  LLFL","Lec","TR","0930-1045","MCM 366","Finley, Sarah","19","Open",
"9044","TCHG 510","1","Internship","8","","Int","MTWRF","0800-1550","ARR ","Kuster, George","4","Open",
"9061","TCHG 510","10","Internship","8","","Int","MTWRF","0800-1550","ARR ","Wood, Elizabeth","4","Open",
"9063","TCHG 510","11","Internship","8","","Int","MTWRF","0800-1550","ARR ","Filetti, Jean","4","Open",
"9066","TCHG 510","12","Internship","8","","Int","MTWRF","0800-1550","ARR ","Grau, Michelle","2","Open",
"9072","TCHG 510","13","Internship","8","","Int","MTWRF","0800-1550","ARR ","Stephenson, Barbara","1","Open",
"9074","TCHG 510","14","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","4","Open",
"9075","TCHG 510","15","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","3","Open",
"9076","TCHG 510","16","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff, CNU","5","Open",
"9078","TCHG 510","17","Internship","8","","Int","MTWRF","0800-1550","ARR ","Schaeffer, Karen","3","Open",
"9046","TCHG 510","2","Internship","8","","Int","MTWRF","0800-1550","ARR ","Barnwell, Levia","3","Open",
"9048","TCHG 510","3","Internship","8","","Int","MTWRF","0800-1550","ARR ","Shepherd, Nicole","2","Open",
"9050","TCHG 510","4","Internship","8","","Int","MTWRF","0800-1550","ARR ","Powell, Linda","5","Open",
"9051","TCHG 510","5","Internship","8","","Int","MTWRF","0800-1550","ARR ","Ankney, Kimberly","2","Open",
"9055","TCHG 510","7","Internship","8","","Int","MTWRF","0800-1550","ARR ","VanDervort, Dorothy","3","Open",
"9058","TCHG 510","9","Internship","8","","Int","MTWRF","0800-1550","ARR ","Johnson, Susan","3","Open",
"9224","TCHG 511","1","Internship I","4","","Int","","","ARR ","Staff, CNU","1","Open",
"9225","TCHG 511","2","Internship I","4","","Int","","","ARR ","Schaeffer, Karen","1","Open",
"9226","TCHG 511","3","Internship I","4","","Int","","","ARR ","Barnwell, Levia","2","Open",
"9227","TCHG 511","4","Internship I","4","","Int","","","ARR ","Johnson, Susan","1","Open",
"9228","TCHG 511","5","Internship I","4","","Int","","","ARR ","Ankney, Kimberly","1","Open",
"9081","TCHG 580","1","Technology for Teachers","1","","Lec","MW","1600-1900","MCM 360","Johnson, Pamela","18","Open",
"9083","TCHG 580","2","Technology for Teachers","1","","Lec","T","1600-1900","MCM 262","Johnson, Pamela","18","Open",
"9085","TCHG 580","3","Technology for Teachers","1","","Lec","MW","1600-1900","MCM 364","Elgert, Elizabeth","16","Open",
"9086","TCHG 580","4","Technology for Teachers","1","","Lec","R","1600-1900","MCM 364","Elgert, Elizabeth","16","Open",
"8894","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Ruffer, Colin","0","Closed",
"8896","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Cullin, Amanda","0","Closed",
"8897","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Woods, Jennifer","0","Closed",
"8899","THEA 151","1","The Designer&#39;s lmagination","3","  AICE","Stu","MW","1300-1415","FERG 222","Shuhy, David","16","Open",
"8932","THEA 200L","1","Arts Administration Practicum","1","","Pra","W","1600-1650","FERG 223","Godwin, Laura","16","Open",
"8901","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","TR","0930-1045","FERG 208","Shuhy, David","26","Open",
"8903","THEA 210","2","The Dramatic Impulse","3","  AICE","Lec","TR","1100-1215","FERG 208","Bible, Ryan","26","Open",
"8904","THEA 210","3","The Dramatic Impulse","3","  AICE","Lec","TR","1330-1445","FERG 208","Bible, Ryan","26","Open",
"8906","THEA 232","1","Acting I","3","  AICE","Lec","MW","0930-1045","FERG T107","Stetkevych, Julian","18","Open",
"8907","THEA 232","2","Acting I","3","  AICE","Lec","MW","1430-1545","FERG T107","Insley, Amy","18","Open",
"8909","THEA 232","3","Acting I","3","  AICE","Lec","TR","1500-1615","FERG T107","Insley, Amy","18","Open",
"8910","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","TR","1100-1215","FERG 223","Sweet, Tanya","16","Open",
"8934","THEA 250L","1","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","26","Open",
"8935","THEA 250L","2","Backstage Practicum","1","","Lab","","","ARR ","Sweet, Tanya","26","Open",
"8911","THEA 252","1","Costume Design and Technology","3","","Lec","MW","0930-1045","FERG 222","Jaremski, Kathleen","19","Open",
"8914","THEA 258","1","Makeup for the Theater","3","","Lec","MW","1100-1215","FERG 222","Jaremski, Kathleen","16","Open",
"9221","THEA 295","1","SPC TP:Arts Administration Lab","2","","Lab","","","ARR ","Godwin, Laura","0","Closed",
"8916","THEA 311","1","Theater History II","3","","Lec","MWF","1300-1350","FERG 208","Godwin, Laura","26","Open",
"8917","THEA 332","1","The Actor&#39;s Voice","3","","Lec","MW","1300-1415","FERG T107","Stetkevych, Julian","18","Open",
"8919","THEA 336","1","Fundamentals of Play Directing","3","","Lec","TR","1100-1215","FERG T107","Gillman, Denise","14","Open",
"8921","THEA 351","1","Tech Theater II","3","","Lec","TR","0930-1045","FERG 223","Sweet, Tanya","16","Open",
"8923","THEA 380","1","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T177","Lloyd, Laura","0","Closed",
"8924","THEA 380","2","Production","0 - 3","","Pra","MTWRF","1900-2300","FERG T107","Lloyd, Gregg","0","Closed",
"9222","THEA 395","1","SPC TP: Shakespeare Mechanics","3","","Lec","MWF","1500-1550","FERG 208","Godwin, Laura","9","Open",
"8926","THEA 430","1","Acting III","3","","Lec","MW","1100-1215","FERG T107","Stetkevych, Julian","12","Open",
"8927","THEA 438","1","A Call to Arms","3","","Lec","TR","1330-1445","FERG T107","Lloyd, Gregg","12","Open",
"8928","THEA 463","1","WI: Dramatic Lit in Context","3","  WI","Lec","TR","1500-1615","FERG 207","Gillman, Denise","19","Open",
"8929","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Sweet, Tanya","0","Closed",
"8930","THEA 498","1","Thesis Project","3","","Lec","","","ARR ","Shuhy, David","18","Open",
