CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8258","PHYS 152L","2","College Physics II Laboratory","1","  AINW","Lab","W","1300-1545","LUTR 306","Staff, CNU","33","Open",
"8259","PHYS 152L","3","College Physics II Laboratory","1","  AINW","Lab","T","1330-1615","LUTR 306","Staff, CNU","33","Open",
"8260","PHYS 152L","4","College Physics II Laboratory","1","  AINW","Lab","M","1400-1645","LUTR 306","Staff, CNU","33","Open",
"8261","PHYS 152L","5","College Physics II Laboratory","1","  AINW","Lab","M","1800-2045","LUTR 306","Staff, CNU","33","Open",
"8262","PHYS 152L","6","College Physics II Laboratory","1","  AINW","Lab","T","1800-2045","LUTR 306","Staff, CNU","33","Open",
"8263","PHYS 201","1","University Physics I","3","  AINW","Lec","MWF","1000-1050","LUTR 269","Brash, Edward","36","Open",
"8264","PHYS 201L","1","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 301","Staff, CNU","24","Open",
"8265","PHYS 202","1","University Physics II","3","  AINW","Lec","TR","0800-0915","LUTR 322","Fersch, Robert","26","Open",
"8266","PHYS 202","2","University Physics II","3","  AINW","Lec","TR","1330-1445","LUTR 322","Monaghan, Peter","26","Open",
"8267","PHYS 202","3","University Physics II","3","  AINW","Lec","TR","1500-1615","LUTR 139","Fersch, Robert","26","Open",
"8268","PHYS 202L","1","University Physics II Lab","1","  AINW","Lab","R","0930-1215","LUTR 310","Staff, CNU","24","Open",
"8269","PHYS 202L","2","University Physics II Lab","1","  AINW","Lab","R","1800-2045","LUTR 310","Staff, CNU","24","Open",
"8270","PHYS 202L","3","University Physics II Lab","1","  AINW","Lab","W","1800-2045","LUTR 310","Staff, CNU","24","Open",
"8271","PHYS 301","1","Intermed Classical Mechanics","3","","Lec","TR","1330-1445","FORBES 2070E","Walker, Marissa","26","Open",
"8272","PHYS 340","1","Methods of Theoretical Physics","3","","Lec","MW","1800-1915","LUTR 269","Fersch, Robert","24","Open",
"8165","PHYS 402","1","Quantum Physics","3","","Lec","TR","1100-1215","LUTR 301","Fisher, Ryan","24","Open",
"8173","PHYS 406","1","Thermodynamics","3","","Lec","MWF","1000-1050","LUTR 301","Gore, David","24","Open",
"8195","PHYS 431","1","Optical Physics","3","","Lec","TR","0930-1045","LUTR 301","Gore, David","24","Open",
"8194","PHYS 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","MW","1800-1915","LUTR 322","Gore, David","19","Open",
"8164","PHYS 502","1","Quantum Physics","3","","Lec","TR","1100-1215","LUTR 301","Fisher, Ryan","6","Open",
"8172","PHYS 506","1","Thermodynamics/Statisticl Phys","3","","Lec","MWF","1000-1050","LUTR 301","Gore, David","6","Open",
"8155","PHYS 521","1","Computer Architecture","3","","Lec","TR","0800-0915","LUTR 170","Gerousis, Costa","4","Open",
"8166","PHYS 522","1","Microprocessor-base Systems","3","","Lec","TR","1500-1615","LUTR 322","Wang, Dali","6","Open",
"8631","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8633","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8635","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8636","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","48","Open",
"8601","POLS 100","1","Political Thought and Society","3","","Lec","MWF","1000-1050","MCM 316","Caballero, Sandra","19","Open",
"8603","POLS 100","2","Political Thought and Society","3","","Lec","TR","1100-1215","MCM 360","Lynerd, Benjamin","24","Open",
"8604","POLS 100","3","Political Thought and Society","3","","Lec","TR","1330-1445","MCM 312","Lynerd, Benjamin","24","Open",
"8606","POLS 101","1","Power and Politics in America","3","  AIDE","Lec","TR","0800-0915","MCM 101","Carlson, Peter","86","Open",
"8608","POLS 101","2","Power and Politics in America","3","  AIDE","Lec","MWF","1100-1150","MCM 101","Camobreco, John","95","Open",
"8610","POLS 202","1","State and Local Government","3","","Lec","W","1800-2100","MCM 307","Maddrea, Blair","19","Open",
"8612","POLS 202","2","State and Local Government","3","","Lec","T","1800-2100","MCM 364","Reiske, William","19","Open",
"8621","POLS 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1200-1250","MCM 310","Chouhoud, Youssef","25","Open",
"8623","POLS 215","2","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1300-1350","MCM 310","Chouhoud, Youssef","25","Open",
"8624","POLS 215","3","Comprtv &amp; Intnl Politics","3","","Lec","TR","1630-1745","MCM 310","Bennett, Devon","25","Open",
"8626","POLS 311","1","WI:Comparative Politics","3","  WI","Lec","TR","1800-1915","MCM 210","Hasanovic, Huso","19","Open",
"8628","POLS 316","1","Constitutional Law","3","","Lec","TR","1800-1915","MCM 164","Campolongo, John","25","Open",
"8630","POLS 320","1","Religion &amp; Politics in the US","3","","Lec","MWF","1000-1050","MCM 257","Camobreco, John","25","Open",
"8632","POLS 322","1","Conflict and Peace Studies","3","","Lec","MWF","1200-1250","MCM 312","Parente, Francesca","25","Open",
"8634","POLS 322","2","Conflict and Peace Studies","3","","Lec","MWF","1300-1350","MCM 312","Parente, Francesca","25","Open",
"8637","POLS 333","1","Congress","3","","Lec","TR","0930-1045","MCM 362","Barnello, Michelle","25","Open",
"8638","POLS 333","2","Congress","3","","Lec","TR","1100-1215","MCM 362","Barnello, Michelle","25","Open",
"8640","POLS 338","1","Polit of Weapons Proliferation","3","","Lec","TR","1500-1615","MCM 362","Busch, Nathan","25","Open",
"8642","POLS 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1100-1215","MCM 110","Shelton, Crystal","17","Open",
"8644","POLS 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1500-1615","MCM 110","Shelton, Crystal","17","Open",
"8645","POLS 353","1","East Asian Politics","3","","Lec","TR","0930-1045","MCM 312","Sun, Taiyi","25","Open",
"8647","POLS 357","1","Classical Political Thought","3","","Lec","TR","0930-1045","MCM 360","Lynerd, Benjamin","25","Open",
"8648","POLS 358","1","Modern Political Thought","3","","Lec","TR","1330-1445","MCM 362","Busch, Nathan","25","Open",
"8649","POLS 371","1","WI: Public Policy &amp; Governance","3","  WI","Lec","R","1800-2100","MCM 257","Reiske, William","19","Open",
"8652","POLS 380","1","Terrorism","3","","Lec","M","1800-2100","MCM 114","Shelton, Crystal","26","Open",
"8653","POLS 380","2","Terrorism","3","","Lec","TR","0930-1045","MCM 212","Shelton, Crystal","26","Open",
"9208","POLS 395","1","SPC TP:Intellignce Ops &amp; Anlys","3","","Lec","TR","1630-1745","MCM 162","Holt, John","24","Open",
"9209","POLS 395","2","SPC TP:US Envrnmtl Policy","3","","Lec","TR","1330-1445","MCM 260","Bromley-Trujillo, Rebecca","25","Open",
"9210","POLS 395","3","SPC TP: Compartv Politics/Relg","3","","Lec","MW","1600-1715","MCM 114","Chouhoud, Youssef","19","Open",
"9211","POLS 395","4","SPC TP: Politics of Brexit","3","","Lec","MWF","1200-1250","MCM 260","Kirkpatrick, Andrew","25","Open",
"8654","POLS 454","1","American Political Behavior","3","","Lec","TR","1500-1615","MCM 260","Bromley-Trujillo, Rebecca","25","Open",
"8655","POLS 490","1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1330-1445","MCM 200C","Barnello, Michelle","12","Open",
"8656","POLS 490","2","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1500-1615","MCM 300B","Sun, Taiyi","12","Open",
"8658","POLS 490","3","WI:Senior Seminar in Poli Sci","3","  WI","Lec","TR","1100-1215","MCM 366","Rizova, Tatiana","12","Open",
"8661","POLS 491","1","Political Science Internship","3","","Int","","","ARR ","Barnello, Michelle","0","Closed",
"8782","PSYC 201","1","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","MCM 101","Gibbons, Jeffrey","95","Open",
"8783","PSYC 201","2","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Greenlee, Shelia","95","Open",
"8784","PSYC 202","1","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","FORBES 1022","Antaramian, Susan","95","Open",
"8785","PSYC 202","2","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","TR","1100-1215","FORBES 1022","Cartwright, Kelly","95","Open",
"8786","PSYC 207","1","Lifespan Development","3","","Lec","TR","1630-1745","FORBES 2074","Frieden, Fredrick","45","Open",
"8787","PSYC 207","2","Lifespan Development","3","","Lec","TR","1500-1615","FORBES 2074","Frieden, Fredrick","45","Open",
"8788","PSYC 208","1","Child Development","3","","Lec","TR","0930-1045","FORBES 2070E","Cartwright, Kelly","45","Open",
"8789","PSYC 208","2","Child Development","3","","Lec","MW","1930-2045","FORBES 2015","Leon, Heather","45","Open",
"8790","PSYC 208","3","Child Development","3","","Lec","TR","1330-1445","FORBES 2015","Sulzberger, Robert","45","Open",
"8791","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1100-1215","FORBES 2090","Niehaus, Jeffrey","34","Open",
"8792","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","","Lec","TR","1500-1615","FORBES 2090","Niehaus, Jeffrey","34","Open",
"8793","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","","Lec","MW","1800-1915","FORBES 2090","Lyons, Jason","34","Open",
"8794","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1400-1450","FORBES 2090","Dow, Gayle","17","Open",
"8795","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2009","Gibbons, Jeffrey","17","Open",
"8796","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","MWF","0900-0950","FORBES 2002","Lange, Michelle","17","Open",
"8798","PSYC 301","4","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2090","Rollins, Leslie","17","Open",
"8799","PSYC 301","5","WI:Research Mthds in Psych","3","  WI","Lec","TR","0800-0915","FORBES 2014","Leon, Heather","17","Open",
"8800","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MWF","1500-1550","FORBES 2090","Dow, Gayle","17","Open",
"8801","PSYC 301L","2","Research Methods Laboratory","1","","Lab","TR","1330-1445","FORBES 2009","Gibbons, Jeffrey","17","Open",
"8802","PSYC 301L","3","Research Methods Laboratory","1","","Lab","MWF","1000-1050","FORBES 2002","Lange, Michelle","17","Open",
"8803","PSYC 301L","4","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2090","Rollins, Leslie","17","Open",
"8804","PSYC 301L","5","Research Methods Laboratory","1","","Lab","TR","0930-1045","FORBES 2014","Leon, Heather","17","Open",
"8805","PSYC 304","1","Social Psychology","3","","Lec","MWF","1500-1550","FORBES 2070D","Hart, Jason","26","Open",
"8806","PSYC 304","2","Social Psychology","3","","Lec","MWF","1300-1350","FORBES 2070D","Hart, Jason","26","Open",
"8875","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","0900-0950","FORBES 2074","Doolittle, Dorothy","45","Open",
"8882","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2074","Doolittle, Dorothy","45","Open",
"8887","PSYC 312","1","Educational Psychology","3","","Lec","MWF","1200-1250","FORBES 2070C","Pressley, Timothy","35","Open",
"8888","PSYC 312","2","Educational Psychology","3","","Lec","MWF","1100-1150","FORBES 2070C","Pressley, Timothy","35","Open",
"8889","PSYC 312","3","Educational Psychology","3","","Lec","MWF","1400-1450","FORBES 2070C","Pressley, Timothy","35","Open",
"8890","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2070A","Lee, Sherman","35","Open",
"8891","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2070A","Lee, Sherman","35","Open",
"8892","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","0930-1045","FORBES 2070C","Lange, Michelle","36","Open",
"8893","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","1630-1745","FORBES 2070E","Leon, Heather","36","Open",
"8781","PSYC 316","1","Cognitive Psychology","3","","Lec","MWF","1200-1250","FORBES 2070D","Rollins, Leslie","25","Open",
"9260","PSYC 320","1","Psychology of Gender","3","","Lec","R","1800-2045","FORBES 2070E","Staff, CNU","35","Open",
"8895","PSYC 327","1","Theories &amp; Prin of Child Devel","3","","Lec","MWF","0800-0850","FORBES 2070E","Hunter, Laurie","35","Open",
"8898","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1800-2045","FORBES 2070A","Lee, Sherman","35","Open",
"8900","PSYC 340","1","Adult Development and Aging","3","","Lec","MWF","1500-1550","FORBES 2070E","Riggins, Earl","35","Open",
"8902","PSYC 350","1","Forensic Psychology","3","","Lec","MWF","0800-0850","FORBES 2074","Doolittle, Dorothy","36","Open",
"8905","PSYC 360","1","Evolutionary Psychology","3","","Lec","MWF","1100-1150","FORBES 2015","Niehaus, Jeffrey","36","Open",
"8908","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0900-0950","FORBES 2070E","Hunter, Laurie","38","Open",
"8912","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2009","Hunter, Laurie","19","Open",
"8913","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1100-1150","FORBES 2009","Hunter, Laurie","19","Open",
"8915","PSYC 406","1","Sensation and Perception","3","","Lec","TR","1100-1215","FORBES 2070E","Lipatova, Olga","38","Open",
"8918","PSYC 406L","1","Sensation and Perception Lab","1","","Lab","TR","1330-1445","FORBES 2002","Lipatova, Olga","19","Open",
"8920","PSYC 406L","2","Sensation and Perception Lab","1","","Lab","TR","1500-1615","FORBES 2002","Lipatova, Olga","19","Open",
"8922","PSYC 409","1","Behvr Medicine/Hlth Psyc","3","","Lec","TR","1630-1745","FORBES 2070D","Berry, Thomas","38","Open",
"8925","PSYC 409L","1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","W","1800-2045","FORBES 2088","Berry, Thomas","19","Open",
"8931","PSYC 409L","2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","FORBES 2088","Berry, Thomas","19","Open",
"8933","PSYC 420","1","Human Sexuality","3","","Lec","TR","1330-1445","FORBES 2074","Frieden, Fredrick","45","Open",
"8936","PSYC 451","1","Adv Stat and Multivar Analysis","3","","Lec","MWF","1200-1250","FORBES 2090","Marshall, Timothy","17","Open",
"8937","PSYC 451L","1","Adv Stat &amp; Multivar Anyls Lab","1","","Lab","MWF","1300-1350","FORBES 2090","Marshall, Timothy","17","Open",
"8938","PSYC 490","1","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1200-1250","FORBES 2002","Doolittle, Dorothy","17","Open",
"8940","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2014","Hart, Jason","17","Open",
"8946","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1500-1615","FORBES 2014","Hart, Jason","17","Open",
"8948","PSYC 490","4","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1300-1350","FORBES 2009","Niehaus, Jeffrey","17","Open",
"9261","PSYC 490","5","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1100-1215","FORBES 2002","Lange, Michelle","17","Open",
"8951","PSYC 491","1","Practicum in Psychology","3","","Lec","MWF","1200-1250","FORBES 2009","Greenlee, Shelia","12","Open",
"8953","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","M","1600-1845","FORBES 2014","Savage, Donna","16","Open",
"8955","PSYC 535","1","Exceptional Learner","3","","Lec","R","1630-1915","FORBES 2070C","Sulzberger, Robert","18","Open",
"8958","PSYC 544","1","Assessment of Learning","3","","Lec","W","1600-1845","FORBES 2014","Antaramian, Susan","16","Open",
"8745","RSTD 211","1","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 200B","Curtis, Margaret","18","Open",
"8746","RSTD 211","2","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 200B","Curtis, Margaret","18","Open",
"8747","RSTD 211","3","Religions of the East","3","  AIGM","Lec","TR","1500-1615","MCM 200B","Schweig, Graham","18","Open",
"8748","RSTD 211","4","Religions of the East","3","  AIGM","Lec","TR","1630-1745","MCM 200B","Schweig, Graham","18","Open",
"8750","RSTD 212","1","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","MCM 260","Thompson, John","18","Open",
"8752","RSTD 212","2","Religions of the West","3","  AIWT","Lec","MWF","1400-1450","MCM 200D","Fallon, Kerry","18","Open",
"8753","RSTD 212","3","Religions of the West","3","  AIWT","Lec","MWF","1200-1250","TRIB 1213","Timani, Hussam","18","Open",
"8755","RSTD 212","4","Religions of the West","3","  AIWT","Lec","MWF","1300-1350","MCM 200D","Gardner, Patrick","18","Open",
"8757","RSTD 212","5","Religions of the West","3","  AIWT","Lec","MWF","1100-1150","MCM 210","Gardner, Patrick","18","Open",
"8758","RSTD 212","6","Religions of the West","3","  AIWT","Lec","TR","1500-1615","MCM 200D","Freund, Richard","18","Open",
"8760","RSTD 212","7","Religions of the West","3","  AIWT","Lec","TR","1800-1915","MCM 310","Freund, Richard","18","Open",
"8762","RSTD 218","1","The Qur&#39;an","3","  AIGM","Lec","MWF","1000-1050","LUTR 131","Timani, Hussam","18","Open",
"8764","RSTD 232","1","The Vision of Christianity","3","  AIWT","Lec","MW","1600-1715","MCM 200D","Strehle, Stephen","18","Open",
"8765","RSTD 236","1","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","TR","0930-1045","MCM 200D","Bakkum, Carleton","18","Open",
"8769","RSTD 321","1","The Church and State","3","  AIWT","Lec","TR","0930-1045","MCM 200B","Strehle, Stephen","18","Open",
"8771","RSTD 335","1","Primal Religions-Myth/Ritual","3","  AIGM","Lec","TR","1630-1745","MCM 260","Redick, Kip","18","Open",
"8772","RSTD 361","1","Hebrew Bible","3","  AIWT","Lec","TR","1930-2045","MCM 310","Freund, Richard","18","Open",
"8773","RSTD 366","1","Bhagavad Gita &amp; Sacr Hindu Txt","3","  AIGM","Lec","W","1800-2045","MCM 357","Schweig, Graham","18","Open",
"8394","SOCL 201","1","Global Social Problems","3","  AIGM","Lec","M","1800-2045","LUTR 347","Staff, CNU","35","Open",
"8395","SOCL 205","1","Sociological Foundations","3","","Lec","MWF","1300-1350","LUTR 121","Harris, Jaime","99","Open",
"8396","SOCL 303","1","Reimagining the Family","3","","Lec","TR","1330-1445","LUTR 167","Docka-Filipek, Danielle","19","Open",
"8397","SOCL 303","2","Reimagining the Family","3","","Lec","TR","1500-1615","LUTR 167","Docka-Filipek, Danielle","19","Open",
"8398","SOCL 306","1","Social Psychology","3","","Lec","MWF","1300-1350","FORBES 2070D","Hart, Jason","19","Open",
"8400","SOCL 306","2","Social Psychology","3","","Lec","MWF","1500-1550","FORBES 2070D","Hart, Jason","19","Open",
"8401","SOCL 308","1","Urban Social Geography","3","","Lec","MWF","0900-0950","FORBES 3012","Bono, Federica","13","Open",
"8402","SOCL 308","2","Urban Social Geography","3","","Lec","MWF","1000-1050","FORBES 3012","Bono, Federica","13","Open",
"8403","SOCL 313","1","Religion and Power","3","","Lec","MWF","0800-0850","LUTR 137","Lewis, Michael","19","Open",
"8404","SOCL 313","2","Religion and Power","3","","Lec","MWF","0900-0950","LUTR 137","Lewis, Michael","19","Open",
"8405","SOCL 314","1","Education, Culture and Society","3","","Lec","TR","1330-1445","LUTR 347","Baird, Andrew","19","Open",
"8406","SOCL 314","2","Education, Culture and Society","3","","Lec","TR","1500-1615","LUTR 137","Rochmes, Jane","19","Open",
"8407","SOCL 314","3","Education, Culture and Society","3","","Lec","TR","1630-1745","LUTR 137","Rochmes, Jane","19","Open",
"8408","SOCL 314L","1","Educ, Culture and Society Lab","1","","Lab","M","1100-1215","FORBES 2014","Staff, CNU","18","Open",
"8409","SOCL 314L","2","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","FORBES 2074","Staff, CNU","18","Open",
"8410","SOCL 314L","3","Educ, Culture and Society Lab","1","","Lab","W","1500-1615","FORBES 2070C","Staff, CNU","18","Open",
"8411","SOCL 316","1","Race, Ethnicity &amp; Racism","3","","Lec","W","1600-1845","FORBES 2070A","Rochmes, Jane","19","Open",
"8412","SOCL 316","2","Race, Ethnicity &amp; Racism","3","","Lec","TR","1100-1215","LUTR 167","Docka-Filipek, Danielle","19","Open",
"8413","SOCL 320","1","Media and Popular Culture","3","","Lec","TR","1630-1745","LUTR 167","Waldron, Linda","19","Open",
"8414","SOCL 325","1","Food and Culture","3","  AIGM","Lec","MW","1600-1715","LUTR 167","Timmer, Andria","10","Open",
"8415","SOCL 325","2","Food and Culture","3","  AIGM","Lec","MW","1800-1915","LUTR 167","Timmer, Andria","10","Open",
"8416","SOCL 335","1","Crime and Inequality","3","","Lec","T","1800-2045","FORBES 2070E","Keener, Steven","12","Open",
"8417","SOCL 335","2","Crime and Inequality","3","","Lec","W","1800-2045","TRIB 208","Keener, Steven","12","Open",
"8418","SOCL 340","1","Statistics for Social Research","3","","Lec","MWF","1200-1250","LUTR 157","Baird, Andrew","17","Open",
"8419","SOCL 340","2","Statistics for Social Research","3","","Lec","MWF","1400-1450","LUTR 157","Baird, Andrew","17","Open",
"8420","SOCL 374","1","Substance Use &amp; Addiction","3","","Lec","MWF","1000-1050","FORBES 2088","Briddell, Laine","9","Open",
"8421","SOCL 374","2","Substance Use &amp; Addiction","3","","Lec","MWF","1100-1150","FORBES 2088","Briddell, Laine","9","Open",
"8422","SOCL 377","1","Gender and Power","3","  AIGM","Lec","TR","1630-1745","TRIB 208","Palmer, Seth","10","Open",
"8423","SOCL 377","2","Gender and Power","3","  AIGM","Lec","TR","1800-1915","TRIB 208","Palmer, Seth","10","Open",
"8424","SOCL 390","1","Sociological Theory","3","","Lec","MWF","1100-1150","LUTR 167","Lewis, Michael","17","Open",
"8426","SOCL 470","1","WI: Methods of Inquiry","3","  WI","Lec","TR","1330-1445","FORBES 2012","Harris, Jaime","17","Open",
"8428","SOCL 470","2","WI: Methods of Inquiry","3","  WI","Lec","TR","1500-1615","FORBES 2012","Harris, Jaime","17","Open",
"8431","SOCL 490","1","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","FORBES 2070A","Waldron, Linda","16","Open",
"8433","SOCL 490","2","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","LUTR 157","Baird, Andrew","16","Open",
"8435","SOCL 490","3","WI:Senior Seminar","3","  WI","Lec","TR","0930-1045","MCM 300B","Loy, Christopher","16","Open",
"8377","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1100-1215","FORBES 2070C","Valutis, Stephanie","34","Open",
"8378","SOWK 211","1","Human Behavior II","3","","Lec","TR","1330-1445","FORBES 3012","Valutis, Stephanie","34","Open",
"8379","SOWK 302","1","Social Work Practice II","3","","Lec","TR","0930-1045","LUTR 347","Russett, Jill","29","Open",
"8380","SOWK 366","1","Social Policy Analysis","3","","Lec","TR","0800-0915","LUTR 242","Griffiths, Diane","29","Open",
"8381","SOWK 402","1","WI: Field Instruction II","6","  WI","Fie","M","1200-1350","MCM 300B","Griffiths, Diane","8","Open",
"8382","SOWK 402","2","WI: Field Instruction II","6","  WI","Fie","W","1200-1350","MCM 300B","Griffiths, Diane","8","Open",
"8383","SOWK 402","3","WI: Field Instruction II","6","  WI","Fie","W","1200-1350","MCM 300D","Russett, Jill","8","Open",
"8384","SOWK 498","1","Senior Seminar in Social Work","3","","Lec","MW","1600-1715","LUTR 347","Valutis, Stephanie","19","Open",
"9091","SPAN 101","1","Beginning Spanish I","3","","Lec","MWF","0800-0850","MCM 257","Shaw, Stephen","19","Open",
"9092","SPAN 101","2","Beginning Spanish I","3","","Lec","MWF","0900-0950","MCM 257","Shaw, Stephen","19","Open",
"9093","SPAN 101","3","Beginning Spanish I","3","","Lec","MWF","1300-1350","MCM 364","Deller, Camelia","19","Open",
"9094","SPAN 102","1","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 366","Valdez, Elena","19","Open",
"9095","SPAN 102","2","Beginning Spanish II","3","","Lec","MWF","0900-0950","MCM 366","Valdez, Elena","19","Open",
"9096","SPAN 102","3","Beginning Spanish II","3","","Lec","MWF","1400-1450","MCM 207","Freeman, Donna","19","Open",
"9097","SPAN 102","4","Beginning Spanish II","3","","Lec","MWF","1500-1550","MCM 207","Freeman, Donna","19","Open",
"9098","SPAN 102","5","Beginning Spanish II","3","","Lec","MWF","1300-1350","MCM 207","Freeman, Donna","19","Open",
"9099","SPAN 200","1","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 366","Finley, Sarah","19","Open",
"9108","SPAN 200","10","Eff Comm in Spanish","3","  LLFL","Lec","TR","0930-1045","MCM 114","Poosson, Sylvain","19","Open",
"9109","SPAN 200","11","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 114","Jelambi, Graciela","19","Open",
"9110","SPAN 200","12","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1715","MCM 114","Jelambi, Graciela","19","Open",
"9111","SPAN 200","13","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0800-0850","MCM 314","Caballero, Sandra","19","Open",
"9112","SPAN 200","14","Eff Comm in Spanish","3","  LLFL","Lec","MWF","0900-0950","MCM 314","Caballero, Sandra","19","Open",
"9113","SPAN 200","15","Eff Comm in Spanish","3","  LLFL","Lec","MW","1600-1715","MCM 357","Reyes, Isiris","19","Open",
"9100","SPAN 200","2","Eff Comm in Spanish","3","  LLFL","Lec","TR","1100-1215","FORBES 3014","Varo Varo, Alonso","19","Open",
"9101","SPAN 200","3","Eff Comm in Spanish","3","  LLFL","Lec","TR","1500-1615","MCM 316","Varo Varo, Alonso","19","Open",
"9102","SPAN 200","4","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1400-1450","MCM 114","Anzzolin, Kevin","19","Open",
"9103","SPAN 200","5","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1300-1350","MCM 114","Anzzolin, Kevin","19","Open",
"9104","SPAN 200","6","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1000-1050","TRIB 208","Anzzolin, Kevin","19","Open",
"9105","SPAN 200","7","Eff Comm in Spanish","3","  LLFL","Lec","TR","0800-0915","MCM 114","Poosson, Sylvain","19","Open",
"9106","SPAN 200","8","Eff Comm in Spanish","3","  LLFL","Lec","TR","1630-1745","MCM 307","Mock, Kathia","19","Open",
"9107","SPAN 200","9","Eff Comm in Spanish","3","  LLFL","Lec","MWF","1200-1250","MCM 364","Deller, Camelia","19","Open",
"9114","SPAN 201","1","Intermediate Spanish I","3","  LLFL","Lec","MWF","1000-1050","MCM 216","Velardi, Danielle","19","Open",
"9115","SPAN 202","1","Intermediate Spanish II","3","  LLFL","Lec","MWF","1100-1150","MCM 216","Velardi, Danielle","19","Open",
"9116","SPAN 202","2","Intermediate Spanish II","3","  LLFL","Lec","MWF","1200-1250","MCM 216","Velardi, Danielle","19","Open",
"9117","SPAN 202","3","Intermediate Spanish II","3","  LLFL","Lec","TR","1100-1215","MCM 364","Miller, Elaine","19","Open",
"9118","SPAN 301","1","Grammar and Composition","3","  LLFL","Lec","MWF","1100-1150","MCM 314","Gordon, Rocio","19","Open",
"9119","SPAN 302","1","Adv Spanish Conversation","3","  LLFL","Lec","MWF","1100-1150","MCM 360","Valdez, Elena","19","Open",
